Year,Period,Branch,New Equipment Sales,Used Equipment Sales,RPO Sales,Re-Marketing Sales,Trade-In Sales,RtoR Sales,Other,Total Equipment
2021,5,114,5388209,0,194000,125000,0,0,0,5707209
2021,5,117,0,0,0,0,0,0,0,0
2021,5,160,2254322.39,4800,0,144513,0,119540,4229.77,2527405.16
2021,5,190,0,129200,0,2925943,1251800,297600,0,4604543
2021,5,215,208000,227339,0,244686,111500,156500,0,948025
2021,5,216,1189805,164500,0,359050,0,429790,0,2143145
2021,5,218,1049999,85375,0,0,0,0,0,1135374
2021,5,364,3305717,0,0,0,0,0,0,3305717
2021,5,365,2249470,0,0,123000,0,593000,0,2965470
2021,5,366,0,0,0,0,0,0,729.58,729.58
2021,5,367,3435730.81,0,0,994000,0,0,1350,4431080.81
2021,5,401,0,0,0,0,0,0,0,0
2021,5,403,273000,0,0,0,0,0,0,273000
2021,5,404,0,0,0,0,0,0,0,0
2021,5,520,0,0,0,0,0,179500,0,179500
2021,5,536,0,0,0,162500,0,0,0,162500
2021,6,113,1283565.13,0,0,222300,0,0,7798.49,1513663.62
2021,6,114,1737919,0,0,90132,0,85000,0,1913051
2021,6,117,2033200,0,0,0,0,0,0,2033200
2021,6,160,2700159.37,4200,0,554170,49500,0,5804.77,3313834.14
2021,6,190,0,96000,0,3402000,0,196500,0,3694500
2021,6,215,2351260,0,0,98000,0,177500,0,2626760
2021,6,216,874073.45,0,0,0,0,0,0,874073.45
2021,6,218,716845.71,-1375,0,0,0,770000,0,1485470.71
2021,6,364,1874230,341260,0,2845741,0,109100,1000,5171331
2021,6,365,367515,0,0,0,0,501000,0,868515
2021,6,366,0,0,0,0,0,0,729.58,729.58
2021,6,367,5024284,4650,0,140000,72650,145000,0,5386584
2021,6,401,0,0,0,0,0,0,0,0
2021,6,403,281600,0,0,0,0,0,0,281600
2021,6,404,0,72000,0,0,0,0,0,72000
2021,6,520,1100,0,0,0,0,0,0,1100
2021,6,536,109838,0,0,0,0,288000,0,397838
2021,7,113,137609,0,0,7680.49,0,0,7048.49,152337.98
2021,7,114,2358117.6,0,0,741826.97,104035.71,538191.33,0,3742171.61
2021,7,117,2888450,0,0,0,0,0,0,2888450
2021,7,160,1813484.13,0,0,0,37850,232320,4229.77,2087883.9
2021,7,190,4750,80000,0,2327825,357475,939375,0,3709425
2021,7,215,791046.8,15000,0,0,0,0,0,806046.8
2021,7,216,64142,0,0,101925,0,0,0,166067
2021,7,218,416052,0,0,422000,0,2500,0,840552
2021,7,364,1423742,0,0,0,0,121200,0,1544942
2021,7,365,-3270,0,295329,0,0,0,0,292059
2021,7,366,0,0,0,0,0,0,729.58,729.58
2021,7,367,1016516,0,0,439000,0,224500,0,1680016
2021,7,401,0,0,0,0,0,0,0,0
2021,7,403,213750,0,0,0,0,0,0,213750
2021,7,404,0,0,0,0,0,0,0,0
2021,7,520,367130,111391,616000,0,0,0,0,1094521
2021,7,536,72730,0,0,0,0,0,0,72730
2021,8,113,5880,0,0,0,0,359000,7048.49,371928.49
2021,8,114,1557276,1620,65903.23,15000,29500,55400,2250,1726949.23
2021,8,117,5821070,0,178772,0,0,0,0,5999842
2021,8,160,1988863,0,0,15000,0,52900,4229.77,2060992.77
2021,8,190,5395.27,0,0,1082732.5,193500,524327.5,0,1805955.27
2021,8,215,15468,233645,0,146425,0,738965,0,1134503
2021,8,216,1440500,0,0,0,0,0,0,1440500
2021,8,218,1977430,0,143000,108450,0,-20000,500,2209380
2021,8,364,2028698,11000,0,6200,0,0,0,2045898
2021,8,365,4412738.33,0,264119,0,0,0,0,4676857.33
2021,8,366,0,0,0,0,0,0,729.58,729.58
2021,8,367,1481113,0,0,0,0,0,0,1481113
2021,8,401,0,0,0,0,0,0,0,0
2021,8,403,0,0,0,0,0,0,0,0
2021,8,404,95000,0,0,0,0,0,0,95000
2021,8,520,200499,0,0,0,0,250770,0,451269
2021,8,536,0,0,0,0,0,0,0,0
2021,9,113,1317352.86,0,0,268210,0,250049.88,7048.49,1842661.23
2021,9,114,5119730.57,3500,0,654210,100000,218350,0,6095790.57
2021,9,117,3369018,0,0,139000,97000,0,0,3605018
2021,9,160,4526604.75,2400,0,312155,0,0,4229.77,4845389.52
2021,9,190,119150,4500,0,1779375,49000,245000,-3073329.74,-876304.74
2021,9,215,1416155,0,0,-12425,0,0,0,1403730
2021,9,216,1200517,0,0,830000,0,0,0,2030517
2021,9,218,1409660,0,0,560250,0,0,0,1969910
2021,9,364,65733,0,0,305918.12,0,0,0,371651.12
2021,9,365,1506790,0,0,0,0,87000,0,1593790
2021,9,366,0,0,0,0,0,0,729.58,729.58
2021,9,367,2058606.05,0,0,0,0,0,0,2058606.05
2021,9,401,0,0,0,0,0,0,0,0
2021,9,403,0,0,0,0,18500,0,0,18500
2021,9,404,0,0,0,0,0,0,0,0
2021,9,520,100582,0,0,0,0,0,0,100582
2021,9,536,0,0,0,0,0,0,0,0
2021,10,113,1241541.54,58400,0,140089,45000,540000,7048.49,2032079.03
2021,10,114,3959101,0,159937.03,12000,0,233000,0,4364038.03
2021,10,117,626150,0,0,0,0,0,0,626150
2021,10,160,909556.87,-550,139665.66,0,0,0,4229.77,1052902.3
2021,10,190,0,4000,0,1475350,21000,143000,0,1643350
2021,10,215,769028,6300,0,594100,0,0,0,1369428
2021,10,216,712034.45,0,0,0,0,0,0,712034.45
2021,10,218,1235485,0,0,1440350,153500,450000,0,3279335
2021,10,364,2113972.25,1,0,0,0,0,0,2113973.25
2021,10,365,397552,0,0,391500,0,0,0,789052
2021,10,366,0,0,0,0,0,0,729.58,729.58
2021,10,367,1640565,0,0,876040,0,213800,0,2730405
2021,10,401,0,0,0,0,0,0,0,0
2021,10,403,0,0,0,213000,0,0,7500,220500
2021,10,404,0,0,0,0,0,122000,0,122000
2021,10,520,296950,0,1834536.14,0,0,0,0,2131486.14
2021,10,536,0,0,0,0,0,1043770,0,1043770
2021,11,113,689448.47,22000,0,0,0,135709,7048.49,854205.96
2021,11,114,3232839.6,101160.74,0,119851.11,0,310675,0,3764526.45
2021,11,117,0,0,0,0,0,0,0,0
2021,11,160,1366310,1811,0,0,0,135800,4229.77,1508150.77
2021,11,190,0,90000,0,1618000,50000,1156500,0,2914500
2021,11,215,231333.33,0,0,0,0,735982.15,0,967315.48
2021,11,216,175924,0,0,0,0,299850,0,475774
2021,11,218,18774,0,0,0,0,0,0,18774
2021,11,364,2413877,0,0,0,0,0,0,2413877
2021,11,365,692900,4300,0,130410,0,150000,0,977610
2021,11,366,0,0,0,0,0,0,729.58,729.58
2021,11,367,997979,0,0,0,13150,0,0,1011129
2021,11,401,0,0,0,0,0,0,0,0
2021,11,403,0,11500,0,0,0,0,0,11500
2021,11,404,3500,142500,0,353000,0,0,0,499000
2021,11,520,2562650.82,0,0,0,0,0,0,2562650.82
2021,11,536,418680,0,0,0,0,0,0,418680
2021,12,113,1192464,0,208261,675710,0,226715,57873.34,2361023.34
2021,12,114,2069065.62,188117.6,545212,816324,0,448779.62,10685.75,4078184.59
2021,12,117,450315,0,368676.89,269130,0,0,0,1088121.89
2021,12,160,4340935.65,0,393818.74,0,0,0,4229.77,4738984.16
2021,12,190,160062,377500,0,2503615,443300,0,-362207.59,3122269.41
2021,12,215,1760374.9,0,172153.46,221391.95,0,446161.24,0,2600081.55
2021,12,216,1074219,0,0,120000,0,299850,0,1494069
2021,12,218,3238360,0,0,354630,0,567000,0,4159990
2021,12,364,3768411,0,0,269620,0,412960,0,4450991
2021,12,365,773115,0,0,298337,0,0,0,1071452
2021,12,366,0,0,0,0,0,0,729.58,729.58
2021,12,367,3316489,11965,0,861000,0,0,0,4189454
2021,12,401,0,0,0,0,0,0,0,0
2021,12,403,408380.83,2000,0,153000,0,195000,0,758380.83
2021,12,404,13050,295000,0,0,0,165000,0,473050
2021,12,520,21929.35,7932,0,131100,0,0,0,160961.35
2021,12,536,1002805,0,0,0,0,160000,0,1162805
2022,1,113,364435,0,0,0,0,242960,7048.49,614443.49
2022,1,114,284703,301395,49032,72882.56,0,401400,0,1109412.56
2022,1,117,2684075,0,0,0,0,0,0,2684075
2022,1,160,0,0,0,216300,0,233346.06,4229.77,453875.83
2022,1,190,16800,0,0,3401146,233000,388519,0,4039465
2022,1,215,1262263,0,0,0,100000,134500,0,1496763
2022,1,216,1386179,0,0,157298.92,0,0,0,1543477.92
2022,1,218,4027961,2325,0,0,0,0,0,4030286
2022,1,364,196707,0,290762,0,0,0,0,487469
2022,1,365,575841,0,0,0,0,1025000,0,1600841
2022,1,367,0,15410,0,613094,0,680277.78,0,1308781.78
2022,1,401,0,0,0,0,0,0,0,0
2022,1,403,0,0,0,0,0,0,0,0
2022,1,404,0,0,0,0,0,0,0,0
2022,1,520,0,0,0,0,0,0,0,0
2022,1,536,409409.37,0,0,0,0,0,0,409409.37
2022,2,113,426760,0,0,0,91470,0,7048.49,525278.49
2022,2,114,1023954.03,0,0,77400,0,437925,0,1539279.03
2022,2,117,2153745,0,0,0,0,0,0,2153745
2022,2,160,738824.34,0,0,244800,0,0,4229.77,987854.11
2022,2,190,0,0,0,1171600,50000,1194800,0,2416400
2022,2,215,1324821,0,0,0,0,0,0,1324821
2022,2,216,1871150,132300,357789.23,896000,0,0,0,3257239.23
2022,2,218,633379,1475,0,0,0,0,0,634854
2022,2,364,1150176,0,0,0,0,397886.16,0,1548062.16
2022,2,365,2320100,155000,0,236200,0,463000,0,3174300
2022,2,367,1438250,6560,0,165000,0,923775.22,0,2533585.22
2022,2,401,0,0,0,0,0,0,0,0
2022,2,403,1830,0,0,0,0,0,0,1830
2022,2,404,0,0,0,0,0,0,0,0
2022,2,520,0,0,0,0,0,0,0,0
2022,2,536,385647.49,9000,0,0,0,293870,0,688517.49
2022,3,113,4333681.65,0,0,1158450,0,0,7048.49,5499180.14
2022,3,114,7516220,0,0,0,0,742543,0,8258763
2022,3,117,3220890,0,0,0,0,0,0,3220890
2022,3,160,1047565.14,85161.33,158491.06,286830,0,521400,4229.77,2103677.3
2022,3,190,585000,29520,0,3197156.25,253687.5,669735,0,4735098.75
2022,3,215,76352.5,0,0,0,0,215950.8,0,292303.3
2022,3,216,486891,0,0,0,0,0,0,486891
2022,3,218,860200,0,0,0,0,220000,0,1080200
2022,3,364,5457678,0,0,333907,0,0,0,5791585
2022,3,365,3273350,0,0,0,0,0,0,3273350
2022,3,367,2438028,0,0,371500,88000,467120,-565,3364083
2022,3,401,0,0,0,0,0,0,0,0
2022,3,403,1650,0,0,0,0,0,0,1650
2022,3,404,0,0,0,0,0,135000,0,135000
2022,3,520,0,0,0,0,0,330838.69,0,330838.69
2022,3,536,0,0,0,0,0,0,0,0
2022,4,113,2384941.12,0,263882.74,757410,0,2556660,7048.49,5969942.35
2022,4,114,2533804.37,115111,0,1232516,96000,299000,0,4276431.37
2022,4,117,0,0,0,0,0,0,0,0
2022,4,160,1041940.38,0,0,0,0,161000,4229.77,1207170.15
2022,4,190,220907,0,134589,0,175000,0,0,530496
2022,4,215,189255.32,0,170156.98,0,0,0,1500,360912.3
2022,4,216,987419,0,0,0,0,0,0,987419
2022,4,218,2055828,0,0,0,0,0,500,2056328
2022,4,364,3089759,0,0,565318.92,0,100000,0,3755077.92
2022,4,365,4965698,3000,306000,561950,0,398000,0,6234648
2022,4,367,4816621.61,400,672490,605400,0,1035620,0,7130531.61
2022,4,401,0,0,0,0,0,0,0,0
2022,4,403,6250,0,0,0,0,0,0,6250
2022,4,404,0,0,0,0,0,0,0,0
2022,4,520,0,0,0,0,0,0,0,0
2022,4,536,1055441,0,0,0,0,0,0,1055441
2022,5,113,1929215,4175,0,-9500,0,815000,7798.49,2746688.49
2022,5,114,3576890.37,0,0,1093428.18,190221.45,0,0,4860540
2022,5,117,1915,0,0,0,0,0,0,1915
2022,5,160,1567108.09,10075,0,0,50000,0,4229.77,1631412.86
2022,5,190,0,11000,0,1120000,151800,495000,0,1777800
2022,5,215,3437339,0,0,0,50000,0,-750,3486589
2022,5,216,290846,0,0,0,0,0,0,290846
2022,5,218,331340,0,0,189450,0,0,0,520790
2022,5,364,735000,0,0,0,0,0,0,735000
2022,5,365,449848.54,0,0,0,0,439000,0,888848.54
2022,5,367,963016,4000,675772,142000,249200,0,0,2033988
2022,5,401,0,0,0,0,0,0,0,0
2022,5,403,0,480150,0,710100,0,795910,0,1986160
2022,5,404,0,0,0,0,0,0,0,0
2022,5,520,32317,0,0,0,0,0,0,32317
2022,5,536,380186,0,0,0,0,0,0,380186
2022,6,113,4824751,1200,0,129517.91,0,487000,7048.49,5449517.4
2022,6,114,2393763,52000,178948.37,158500,0,0,500,2783711.37
2022,6,117,0,0,0,0,0,0,0,0
2022,6,160,2223065.93,0,0,274183,0,0,4229.77,2501478.7
2022,6,190,0,2341.92,0,2175626.68,484500,2420700,0,5083168.6
2022,6,215,2696306.36,0,71212.83,0,0,302948.36,0,3070467.55
2022,6,216,1180327.38,0,0,0,0,536052,0,1716379.38
2022,6,218,978270,0,0,0,0,0,0,978270
2022,6,364,108817,0,0,2278000,0,0,0,2386817
2022,6,365,802007,0,0,398000,0,338880,0,1538887
2022,6,367,1895137,15050,0,0,0,0,0,1910187
2022,6,401,0,0,0,0,0,0,0,0
2022,6,403,0,0,0,0,0,0,0,0
2022,6,404,0,6000,0,0,0,0,0,6000
2022,6,520,243779,0,0,0,0,0,0,243779
2022,6,536,1156281.56,0,0,0,0,0,0,1156281.56
2022,7,113,1107748.5,7000,0,0,0,399000,0,1513748.5
2022,7,114,735421.25,0,0,0,0,0,1250,736671.25
2022,7,117,2989890.75,0,0,0,0,0,750,2990640.75
2022,7,160,878910.86,106900,0,64750,0,0,0,1050560.86
2022,7,190,0,5500,0,2617333.34,0,0,11278.26,2634111.6
2022,7,215,882089.64,0,0,0,51000,0,0,933089.64
2022,7,216,0,0,0,0,0,0,0,0
2022,7,218,2140,0,0,0,0,0,0,2140
2022,7,364,12500,2500,0,618000,0,0,0,633000
2022,7,365,337600,336500,0,311967,0,0,0,986067
2022,7,367,1742035,0,0,101700,0,91000,0,1934735
2022,7,401,0,0,0,0,0,0,0,0
2022,7,403,7450,0,0,0,0,0,0,7450
2022,7,404,0,2325,0,0,0,0,0,2325
2022,7,520,303006,0,0,0,0,0,0,303006
2022,7,536,32791,0,0,0,0,0,0,32791
2022,8,113,1968947.37,87500,240024.81,700000,0,0,7048.49,3003520.67
2022,8,114,1771674,0,0,0,0,233942,0,2005616
2022,8,117,400934,11000,0,0,0,0,0,411934
2022,8,160,257719,0,0,0,0,0,4229.77,261948.77
2022,8,190,0,0,0,1380000,0,-378000,0,1002000
2022,8,215,1138126.35,0,0,103813,0,0,0,1241939.35
2022,8,216,1285577.4,0,0,0,214500,0,0,1500077.4
2022,8,218,854930,3155,0,113383,0,0,0,971468
2022,8,364,1411200,0,0,0,0,0,0,1411200
2022,8,365,1288355,0,0,185700,0,122500,0,1596555
2022,8,367,306524,0,273405.38,742500,0,222310,0,1544739.38
2022,8,401,0,0,0,0,0,0,0,0
2022,8,403,5132119.34,14450,0,137000,0,0,0,5283569.34
2022,8,404,0,0,0,0,0,0,0,0
2022,8,520,780,0,0,0,0,0,0,780
2022,8,536,47440,0,0,0,0,0,1000,48440
2022,9,113,4149288,0,454607.61,2009000,0,0,7048.49,6619944.1
2022,9,114,1135307.51,0,0,0,61000,233000,0,1429307.51
2022,9,117,25972,0,0,0,0,0,0,25972
2022,9,160,1738669,0,137170,572545,0,94231.8,4229.77,2546845.57
2022,9,190,23500,0,0,1118500,44000,672000,210615.24,2068615.24
2022,9,215,1962310.99,0,0,154194.59,339837,0,0,2456342.58
2022,9,216,914252.25,0,1170259.07,1776755,112000,0,0,3973266.32
2022,9,218,396455,0,0,133696,0,201454,0,731605
2022,9,364,3285000,0,0,0,0,0,0,3285000
2022,9,365,1381392,0,0,822120,118300,221188,0,2543000
2022,9,367,604569,4725,0,154000,0,0,0,763294
2022,9,401,0,0,0,0,0,0,0,0
2022,9,403,481459,0,0,0,0,0,0,481459
2022,9,404,0,0,0,0,0,0,0,0
2022,9,520,0,0,0,0,0,0,0,0
2022,9,536,117497,0,0,0,0,0,0,117497
2022,10,113,3287192.83,0,0,379402,0,0,7048.49,3673643.32
2022,10,114,2215786.08,0,0,768440,0,490500,2500,3477226.08
2022,10,117,-37245,0,0,0,0,0,0,-37245
2022,10,160,403888.73,0,0,127650,0,0,4229.77,535768.5
2022,10,190,40400,0,0,1263600,50140,918000,0,2272140
2022,10,215,332628.53,0,0,223000,0,120000,0,675628.53
2022,10,216,880488,0,0,0,0,0,0,880488
2022,10,218,923400,0,0,0,0,0,0,923400
2022,10,364,2446317,0,0,0,0,250894.64,0,2697211.64
2022,10,365,773750,0,0,189700,0,0,0,963450
2022,10,367,803963,0,0,235000,0,0,0,1038963
2022,10,401,0,0,0,0,0,0,0,0
2022,10,403,976513,0,0,0,0,0,7500,984013
2022,10,404,0,0,0,0,0,0,0,0
2022,10,520,0,0,0,0,0,0,0,0
2022,10,536,775281,0,0,0,0,0,0,775281
2022,11,113,4887026.95,0,0,0,0,341419.97,7048.49,5235495.41
2022,11,114,3576595.11,1000,0,215000,38622.51,421099.66,0,4252317.28
2022,11,117,481697.7,0,0,0,0,0,0,481697.7
2022,11,160,0,0,0,0,0,0,4229.77,4229.77
2022,11,190,6000,0,0,95000,0,0,0,101000
2022,11,215,395873,0,449854.68,680000,0,0,0,1525727.68
2022,11,216,1193409.48,0,0,0,0,0,0,1193409.48
2022,11,218,1492867,0,81534,0,0,0,0,1574401
2022,11,364,1869000,0,0,0,0,0,0,1869000
2022,11,365,3528385,0,0,80000,0,145000,0,3753385
2022,11,367,913815,0,1512160.06,107000,0,722735,0,3255710.06
2022,11,401,0,0,0,0,0,0,0,0
2022,11,403,2053813,0,0,0,0,0,0,2053813
2022,11,404,0,0,0,0,0,0,0,0
2022,11,520,0,0,0,0,0,0,0,0
2022,11,536,1652224,0,0,0,0,0,0,1652224
2022,12,113,2831613,1,268924.91,303869,0,626166,7048.49,4037622.4
2022,12,114,2963807.39,416152.89,639752,37211.62,164500,340000,0,4561423.9
2022,12,117,326287,0,0,0,0,0,0,326287
2022,12,160,8566784.67,85000,0,353300,0,0,4229.77,9009314.44
2022,12,190,487500,3500,0,2008865.09,83000,837000,-52894.6,3366970.49
2022,12,215,563427,0,0,176455.23,0,115000,0,854882.23
2022,12,216,1808286,0,0,196150,0,0,0,2004436
2022,12,218,2219948.08,0,0,738250,60000,310000,0,3328198.08
2022,12,364,3232887,3900,0,616500,0,0,0,3853287
2022,12,365,6588500,307704.73,346773,124000,18000,533500,0,7918477.73
2022,12,367,3816100.32,2850,865532,1111500,0,341800,0,6137782.32
2022,12,401,0,0,0,0,0,0,0,0
2022,12,403,0,26600,0,363000,0,0,0,389600
2022,12,404,0,0,0,0,0,0,0,0
2022,12,520,0,0,0,0,0,0,0,0
2022,12,536,465000,0,0,381980,4000,0,0,850980
2023,1,113,812771.59,2500,0,339000,0,0,7048.49,1161320.08
2023,1,114,3159611,925,294104.85,0,0,0,0,3454640.85
2023,1,117,572700,0,0,0,0,0,0,572700
2023,1,160,668122,0,0,0,0,154000,4729.77,826851.77
2023,1,190,0,173763.8,0,730000,497500,0,0,1401263.8
2023,1,215,217737,3344,0,0,0,0,0,221081
2023,1,216,572192,3200,0,0,0,0,0,575392
2023,1,218,21574.67,0,0,0,0,0,0,21574.67
2023,1,364,1190225,0,0,1139160,0,0,0,2329385
2023,1,365,759459.05,0,0,710000,0,0,0,1469459.05
2023,1,367,1046753,0,0,87000,0,0,0,1133753
2023,1,403,222895,0,0,0,0,0,0,222895
2023,1,404,0,0,0,0,0,0,0,0
2023,1,520,22696,1300,0,0,0,0,0,23996
2023,1,536,21329.54,0,0,0,0,0,0,21329.54
2023,2,113,2899323.48,3475,146301.18,0,0,0,7048.49,3056148.15
2023,2,114,962126,1536.25,730753.93,967060.39,0,0,0,2661476.57
2023,2,117,5926419,0,0,0,0,60000,0,5986419
2023,2,160,964167,0,0,0,99400,0,4229.77,1067796.77
2023,2,190,11182.5,4537.5,0,2141150,28000,375000,0,2559870
2023,2,215,758230.19,0,606477.92,0,0,0,0,1364708.11
2023,2,216,407408,0,0,0,0,0,0,407408
2023,2,218,2439959,0,0,0,0,0,0,2439959
2023,2,364,942927,0,0,665000,357000,0,0,1964927
2023,2,365,924542,0,0,1212500,-7300,480550,0,2610292
2023,2,367,1676739,860,0,226781,0,0,0,1904380
2023,2,403,436892,0,0,0,0,0,0,436892
2023,2,404,0,0,0,0,0,0,0,0
2023,2,520,0,0,0,0,0,0,0,0
2023,2,536,137634,0,0,0,0,0,0,137634
2023,3,113,2217250,0,0,0,0,179000,7048.49,2403298.49
2023,3,114,3436747.41,0,0,1657230,132436,387443.58,0,5613856.99
2023,3,117,1380238,0,0,0,0,0,0,1380238
2023,3,160,1341357.36,0,0,0,39500,794250,4229.77,2179337.13
2023,3,190,1871.25,0,0,2773822.5,887906.25,762682.5,0,4426282.5
2023,3,215,531833.57,0,1286512.07,1517720,0,253900,0,3589965.64
2023,3,216,508106,4900,0,0,118900,0,0,631906
2023,3,218,1417904.67,0,0,546360,0,711706,0,2675970.67
2023,3,364,324184,0,0,2735562,0,0,0,3059746
2023,3,365,2404826.79,0,0,206727,0,179700,0,2791253.79
2023,3,367,1351164,0,0,0,201790,64480,0,1617434
2023,3,403,208785,0,0,0,0,0,0,208785
2023,3,404,0,0,0,0,0,0,0,0
2023,3,520,0,0,0,0,0,0,0,0
2023,3,536,143999,0,0,0,0,0,0,143999
2023,4,113,1145751,0,0,1146009.19,0,0,7048.49,2298808.68
2023,4,114,776494.79,235000,0,630309,0,174500,500,1816803.79
2023,4,117,258850,0,0,0,0,0,0,258850
2023,4,160,455632,0,0,118587.92,0,0,4229.77,578449.69
2023,4,190,23700,21451.75,0,0,239650,0,0,284801.75
2023,4,215,2137738.88,0,0,151250,185000,0,0,2473988.88
2023,4,216,2504744,0,0,0,0,0,0,2504744
2023,4,218,1407695,0,103102.6,0,0,0,0,1510797.6
2023,4,364,348733,0,0,0,0,0,0,348733
2023,4,365,1066269,0,0,0,0,0,0,1066269
2023,4,367,832992,0,0,382735,162725,365000,0,1743452
2023,4,403,446490,0,0,0,0,0,0,446490
2023,4,404,0,0,0,0,0,0,0,0
2023,4,520,240067,-1300,0,0,0,0,0,238767
2023,4,536,0,0,0,0,0,0,0,0
2023,5,113,5232562,0,0,270626,0,0,7048.49,5510236.49
2023,5,114,3102671.97,0,717462,76351,28000,-500,0,3923984.97
2023,5,117,709679,0,0,0,0,0,0,709679
2023,5,160,-46745,0,0,210200,0,451094.06,4229.77,618778.83
2023,5,190,0,4767.5,0,385000,335060,0,0,724827.5
2023,5,215,552686.28,0,398237.05,0,140000,1291365.42,0,2382288.75
2023,5,216,1133511,0,0,0,0,0,0,1133511
2023,5,218,5062232.26,297219.88,0,7005506.59,0,2536989.02,0,14901947.75
2023,5,364,495675,0,0,357900,0,0,0,853575
2023,5,365,5400430.42,11000,85150,0,0,0,0,5496580.42
2023,5,367,2713474.99,0,0,685000,0,0,0,3398474.99
2023,5,403,2036,0,0,0,0,0,0,2036
2023,5,404,3996,0,0,0,0,0,0,3996
2023,5,520,252783.91,0,0,0,0,0,0,252783.91
2023,5,536,0,1984,0,0,0,0,0,1984
2023,6,113,2155051,0,0,0,136800,0,7048.49,2298899.49
2023,6,114,5857157.68,1500,313982,360500,0,0,0,6533139.68
2023,6,117,0,0,0,0,0,0,0,0
2023,6,160,2602958,195000,0,528763,0,0,4229.77,3330950.77
2023,6,190,0,5000,0,0,-52560,300000,0,252440
2023,6,215,1485986.14,0,0,0,695000,18752.22,0,2199738.36
2023,6,216,1297609,2500,0,0,0,0,0,1300109
2023,6,218,8839667.92,-15494.88,0,-245931.51,0,-100730.03,0,8477511.5
2023,6,364,2160688.62,0,0,0,0,280000,0,2440688.62
2023,6,365,40250,0,0,0,127560,0,0,167810
2023,6,367,684506,0,0,320850,0,503990,0,1509346
2023,6,403,4072,0,0,0,0,0,0,4072
2023,6,404,0,0,0,0,0,0,0,0
2023,6,520,254734.23,0,0,0,0,0,0,254734.23
2023,6,536,192252,209000,0,0,0,341800,0,743052
2023,7,113,336217,0,4826.38,798000,0,120269.91,7048.49,1266361.78
2023,7,114,2139823,348511,385623,50600,0,0,0,2924557
2023,7,117,0,0,0,0,0,0,0,0
2023,7,160,2710296.84,0,0,577000,0,0,4229.77,3291526.61
2023,7,190,0,0,0,0,0,815000,0,815000
2023,7,215,1127420.23,68000,436424,0,0,0,0,1631844.23
2023,7,216,266750,0,0,0,0,0,0,266750
2023,7,218,3366827.82,0,0,3564084.65,0,-604803.86,0,6326108.61
2023,7,364,731950,0,0,0,0,0,0,731950
2023,7,365,255826.94,0,428209.67,0,75000,0,0,759036.61
2023,7,367,410995,0,0,715000,0,0,0,1125995
2023,7,403,17328,0,168408,401466,0,0,0,587202
2023,7,404,0,0,0,0,0,0,0,0
2023,7,520,25203.06,0,0,0,0,0,0,25203.06
2023,7,536,230788,1500,0,127500,0,0,0,359788
2023,8,113,1335560,0,212321.67,1007500,0,0,0,2555381.67
2023,8,114,3106168.13,0,212270,403000,150000,0,0,3871438.13
2023,8,117,361509.23,0,0,0,0,0,0,361509.23
2023,8,160,1035413,0,138689.47,4465127,0,0,4229.77,5643459.24
2023,8,190,0,9000,0,2241700,365000,0,0,2615700
2023,8,215,823737.58,1044,0,0,0,20000,0,844781.58
2023,8,216,91701,0,0,0,0,0,0,91701
2023,8,218,2919383,0,0,0,0,0,0,2919383
2023,8,364,0,9700,0,0,0,0,0,9700
2023,8,365,2063479,3800,0,0,0,0,0,2067279
2023,8,367,3481166,0,0,700600,0,0,0,4181766
2023,8,403,0,0,0,381400,0,0,0,381400
2023,8,404,0,0,0,0,0,0,0,0
2023,8,520,491587.33,0,0,0,0,154900,0,646487.33
2023,8,536,27500,0,0,97888,0,0,0,125388
2023,9,113,1111739,0,0,0,0,0,0,1111739
2023,9,114,2733766.6,0,182000,0,0,92500,0,3008266.6
2023,9,117,1082256,0,0,0,0,0,0,1082256
2023,9,160,667374.61,0,0,522166,0,0,4229.77,1193770.38
2023,9,190,0,0,0,83000,465000,0,-193315.27,354684.73
2023,9,215,596778.96,5000,190256.62,0,0,175560,0,967595.58
2023,9,216,621628,0,0,0,0,0,0,621628
2023,9,218,2288132,0,0,680000,0,0,0,2968132
2023,9,364,433243,3000,0,272377.03,0,0,0,708620.03
2023,9,365,2871039,0,0,1330460,0,120923.4,0,4322422.4
2023,9,367,1355541,0,0,676694,0,383550,0,2415785
2023,9,403,1309942.46,0,0,164500,0,0,0,1474442.46
2023,9,404,0,0,0,0,0,0,0,0
2023,9,520,519216,3250,0,0,0,0,0,522466
2023,9,536,316087.5,0,0,0,0,0,0,316087.5
2023,10,113,879805,0,0,186500,0,0,0,1066305
2023,10,114,4687438,406114,0,120150,0,180000,0,5393702
2023,10,117,3037515,0,0,0,0,0,0,3037515
2023,10,160,2168554,500,0,0,22500,0,4229.77,2195783.77
2023,10,190,8000,7150,0,518581.88,279750,0,0,813481.88
2023,10,215,1254287.43,0,156553,0,58000,0,0,1468840.43
2023,10,216,1206965,0,0,187500,75000,0,0,1469465
2023,10,218,5540768,0,0,0,0,0,0,5540768
2023,10,364,2593083.86,4465,0,0,0,0,0,2597548.86
2023,10,365,198600,0,0,0,0,0,0,198600
2023,10,367,1155450,3430,0,871900,0,276000,0,2306780
2023,10,403,3169239,0,0,119500,0,0,0,3288739
2023,10,404,0,0,0,0,0,0,0,0
2023,10,520,0,0,0,0,0,0,0,0
2023,10,536,734597.05,0,0,0,0,0,0,734597.05
2023,11,113,2604110,6200,548310.8,155000,0,318041.86,0,3631662.66
