Year,Period,Branch,Parts Counter,Parts Shop,Parts Warranty,Warranty Settlement,Warranty Settlement - Adj,Parts Internal,Parts Internal - CSA Cust,Parts Internal - CSA Rental,Parts Internal - ACAP,Parts Internal - EM,Total Parts
2020,5,404,16769.09,4158.62,1828.78,-219.34,0,0,0,0,-233.01,0,22304.14
2020,5,520,81105.72,49740,6778.48,264.45,0,347.21,1404.74,0,-611.22,0,139029.38
2020,5,536,48576.08,25741.72,5113.8,6716.54,0,5700.42,627.04,0,0,0,92475.6
2020,6,113,227528.89,98685.85,32457.87,9566.54,0,16546.95,1531.3,0,13162.05,0,399479.45
2020,6,114,343952.37,201354.21,29032.9,6919.97,0,19890.48,29964.76,0,4039.72,0,635154.41
2020,6,117,21779.9,31995.27,57957.18,17758.86,0,2528.26,875.87,0,11382.36,0,144277.7
2020,6,160,152316.59,60474.84,19326.27,3973.83,0,19692,7447.53,0,7859.24,0,271090.3
2020,6,190,0,0,0,0,0,0,0,0,0,0,0
2020,6,215,129626.93,135726,96717.11,19235.87,0,26692.67,18669.86,0,7404.57,0,434073.01
2020,6,216,134770.69,91923.17,11290.69,17318.58,0,6779.21,7531.3,0,8623.14,0,278236.78
2020,6,218,99806.31,54227.36,9547.82,3353.8,0,25350.33,0,0,30828.16,0,223113.78
2020,6,364,131861.54,49610.67,10284.4,4582.46,0,19474.91,5548.22,0,12197.31,0,233559.51
2020,6,365,105317.03,77101.45,22121.54,6565.22,0,34770.35,1423.13,0,32024.12,0,279322.84
2020,6,366,0,0,0,0,0,0,0,0,0,0,0
2020,6,367,208343.35,130282.32,49475.07,28108.04,0,20795.22,2531.21,0,10954.32,0,450489.53
2020,6,401,37117.15,7721.88,2353.17,0,0,4691.09,0,0,0,0,51883.29
2020,6,403,57133.42,39091.27,6689.96,307.04,0,2054.2,0,0,-86.37,0,105189.52
2020,6,404,6632.25,15842.35,0,-67.86,0,23543.43,0,0,0,0,45950.17
2020,6,520,156961.82,22753.69,1197.41,898,0,23210.69,1344.89,0,744.69,0,207111.19
2020,6,536,71490.13,47569.73,10892.69,991.73,0,6811.04,0,0,0,0,137755.32
2020,7,113,235575,76501.02,66353.56,4561.91,0,11524.53,4871.69,0,16606.34,0,415994.05
2020,7,114,273696.75,170562.14,24136.74,1356.26,0,27854.25,14809.33,0,3843.77,0,516259.24
2020,7,117,19863.68,64831.74,23082.88,8597.39,0,1155.87,5225.78,0,8642.61,0,131399.95
2020,7,160,147807.04,111527.87,19716.55,2476.02,0,8049.36,10637.3,0,9148.12,0,309362.26
2020,7,190,0,0,0,643.07,0,0,0,0,0,0,643.07
2020,7,215,199248.54,78833.12,8089.79,3092.68,0,15381.82,9855.49,0,42932.63,0,357434.07
2020,7,216,115721.8,39807.91,10709.38,1665.82,0,96889.07,1412.88,0,13990.79,0,280197.65
2020,7,218,96806.21,100626.95,30978.05,1784.96,0,14748.96,0,0,34765.52,0,279710.65
2020,7,364,75968.33,91573.4,17914.65,5569.48,0,3854.18,1039.32,0,28063.02,0,223982.38
2020,7,365,145948.54,40857.16,24629.53,2555.73,0,23937.11,3300.47,0,50493.9,0,291722.44
2020,7,366,0,0,0,0,0,0,0,0,0,0,0
2020,7,367,219428.81,213830.69,73275.56,7440.97,0,78965.14,8750.15,0,24962.44,0,626653.76
2020,7,401,32835.19,11587.97,2714.42,470.62,0,639.46,0,0,0,0,48247.66
2020,7,403,32844.32,22214.22,6787.4,704.13,0,1699.07,43.68,0,16365.38,0,80658.2
2020,7,404,6247.53,2460.54,963.81,312.51,0,-2844.05,0,0,0,0,7140.34
2020,7,520,107799.7,33240.2,4151.01,99.6,0,6576.41,2989.07,0,3840.27,0,158696.26
2020,7,536,84439.65,41205.11,18739.65,1769.39,0,2498.73,0,0,93.45,0,148745.98
2020,8,113,250995.07,118650.87,80447.09,10672.36,0,13631.52,3748.33,0,32161.54,0,510306.78
2020,8,114,348283.72,188743.37,19213.85,4638.98,0,30652.09,25452.24,0,53532.31,0,670516.56
2020,8,117,47353.31,51901.46,16854.97,4126.26,0,6808.51,6636.19,0,21641.48,0,155322.18
2020,8,160,114888.05,62209.63,22735.46,5870.23,0,8236.37,6285.75,0,12733.81,0,232959.3
2020,8,190,0,0,0,0,0,0,0,0,0,0,0
2020,8,215,188379,162947.19,12518.61,2836.02,0,11601.98,2175.98,0,64832.96,0,445291.74
2020,8,216,138288.53,76651.43,31098.98,1887.57,0,66107.96,5736.82,0,16299.68,0,336070.97
2020,8,218,132349.61,83579.53,15326.47,1418.94,0,4313.99,1707.96,0,58992.42,0,297688.92
2020,8,364,79668.08,42407.26,11661.71,747.92,0,5355.59,1761.71,0,31189.03,0,172791.3
2020,8,365,163003.08,41341.05,12938.28,6227.23,0,20394.57,649.39,0,-34518.93,0,210034.67
2020,8,367,208547.22,134823.42,73449.9,5973.35,0,27108.67,5370.7,0,11595.12,0,466868.38
2020,8,401,37850.13,58896.8,3054.01,569.46,0,21071.54,0,0,0,0,121441.94
2020,8,403,43713.79,21740.93,1537.96,1718.39,0,793.74,0,0,1353.89,0,70858.7
2020,8,404,6475.75,0,1318.99,215.41,0,4040.21,0,0,0,0,12050.36
2020,8,520,86506.52,35815.52,12298.33,960.09,0,3398.86,0,0,403.41,0,139382.73
2020,8,536,86555.2,24302.39,6056.28,3700.89,0,12100.54,4270.55,0,2518.47,0,139504.32
2020,9,113,246511.13,184729.75,115264.27,12616.62,0,20880.65,2022.21,0,8837.6,0,590862.23
2020,9,114,238558.5,228638.98,90190.25,2307.54,0,22110.07,14903.02,0,2072.52,0,598780.88
2020,9,117,56411.24,93316.91,12801.52,2983.2,0,1754.33,7770.22,0,31880.22,0,206917.64
2020,9,160,131148.71,139210.4,63183.82,3039.58,0,1720.63,9127.59,0,6971.4,0,354402.13
2020,9,190,0,0,0,0,0,0,0,0,0,0,0
2020,9,215,193271.49,89437.39,8676.53,910.11,0,15875.22,1773.73,0,16693.1,0,326637.57
2020,9,216,84134.72,106089.77,19253.04,4185.81,0,34062.44,7831.37,0,11144.64,0,266701.79
2020,9,218,97697.39,74305.19,15360.19,3462.22,0,13936.67,242.11,0,3035.78,0,208039.55
2020,9,364,44908.56,42362.19,10341.21,3300.4,0,23756.36,1408.19,0,36116.08,0,162192.99
2020,9,365,147953.44,31429.59,24946.86,2104.61,0,17265.04,743.7,0,16435.17,0,240878.41
2020,9,366,0,0,0,0,0,0,0,0,0,0,0
2020,9,367,192599.63,148268.82,-20015.08,4632.68,0,15544.72,4182.81,0,163131.26,0,508344.84
2020,9,401,4678.25,429.64,767.6,-169.09,0,1295.07,0,0,0,0,7001.47
2020,9,403,68989.86,15409.24,828.71,564.95,0,3860.63,0,0,-16683.01,0,72970.38
2020,9,404,2400.05,13381.45,2091.88,470.81,0,0,0,0,0,0,18344.19
2020,9,520,104687.18,26829.49,11542.12,514.56,0,53692.8,0,0,0,0,197266.15
2020,9,536,58965.66,21885.94,6480.31,1227.93,0,5305.45,0,0,334.9,0,94200.19
2020,10,113,273950.43,219809.34,21888.61,19617.01,0,28263.73,11843.01,0,25692.74,0,601064.87
2020,10,114,328140.48,152749.44,27212.7,16656.94,0,39674.59,53024.44,0,8474.69,0,625933.28
2020,10,117,68000.71,68633.44,70641.58,3628.59,0,3083.43,4637.47,0,15744.87,0,234370.09
2020,10,160,160948.22,76944.71,10997.88,11616.78,0,24774.74,10783.56,0,6205.12,0,302271.01
2020,10,190,0,0,0,0,0,0,0,0,0,0,0
2020,10,215,209322.37,122159.6,73379.01,1528.4,0,28910.22,6220.24,0,9326.29,0,450846.13
2020,10,216,126485.84,116132.64,15101.95,5501.02,0,18762.83,217.56,0,4919.17,0,287121.01
2020,10,218,106316.04,92624.91,12786.31,2916.32,0,9416.49,253.78,0,18765.73,0,243079.58
2020,10,364,81801.69,93900.75,25402.04,3050.08,0,6038.24,1933.76,0,3407.71,0,215534.27
2020,10,365,106852.97,79676.89,15854.01,4232.69,0,27916.1,2361.9,0,22454.58,0,259349.14
2020,10,366,0,0,0,0,0,0,0,0,0,0,0
2020,10,367,186961.03,213265.04,26402.6,2717.12,0,45108.67,6635.4,0,56216.15,0,537306.01
2020,10,401,1116.49,0,9919.78,0,0,115.98,0,0,0,0,11152.25
2020,10,403,29289.22,14273.28,3370.21,157.96,0,4249.48,0,0,0,0,51340.15
2020,10,404,27738.19,0,0,0,0,8.99,0,0,0,0,27747.18
2020,10,520,79162.24,89307.45,11207.03,15.14,0,1438.54,4740.07,0,11628.72,0,197499.19
2020,10,536,64123.69,24121.15,9165.9,1315.43,0,1972.53,2321.8,0,457.94,0,103478.44
2020,11,113,252254.84,134969.73,23880.26,2923.95,0,33551.83,5821.29,0,75326.27,0,528728.17
2020,11,114,290124.27,128792.2,86672.28,8527.57,0,23818.18,28088.16,0,381.56,0,566404.22
2020,11,117,70372.69,54674.63,5266.72,8955.68,0,2377.17,5638.69,0,24989.43,0,172275.01
2020,11,160,126976.97,111437.83,13929.3,3015.69,0,7793.38,4863.46,0,14632.86,0,282649.49
2020,11,190,0,0,0,0,0,0,0,0,0,0,0
2020,11,215,195191.54,115042.24,62759.36,2179.31,0,13358.78,1970.17,0,54195.78,0,444697.18
2020,11,216,60432.88,82686.86,10931.93,4035.9,0,16446.41,1331.75,0,38469.2,0,214334.93
2020,11,218,140057.26,28428.06,17814.97,5007.95,0,13014.05,854.13,0,6379.73,0,211556.15
2020,11,364,183745.94,29663.69,20092.44,3391.51,0,14033.13,895.49,0,6052.38,0,257874.58
2020,11,365,118761.31,19973.41,8054.66,4751.48,0,18466.87,7533.01,0,21128.1,0,198668.84
2020,11,366,0,0,0,0,0,0,0,0,0,0,0
2020,11,367,172469.85,107361.7,77881.39,-692.92,0,73430.64,7818.19,0,3794.76,0,442063.61
2020,11,401,-530.28,0,0,1983.96,0,0,0,0,0,0,1453.68
2020,11,403,42169.97,5299.47,0,134.98,0,1429.12,0,0,0,0,49033.54
2020,11,404,23288.48,4821.5,0,188.72,0,2770.07,0,0,291.55,0,31360.32
2020,11,520,96464.31,68889.18,4811.61,545.95,0,15153.96,0,0,19877.45,0,205742.46
2020,11,536,57993.32,24153.43,4065.21,1936.7,0,4556.64,0,0,1036.26,0,93741.56
2020,12,113,246997.62,212721.13,87809.75,3207.24,0,25853.25,11536.23,0,27412.23,0,615537.45
2020,12,114,274890.11,149095.05,78372.45,9912.12,0,33537.89,29077.68,0,3423.28,0,578308.58
2020,12,117,41960.11,22017.06,22306.38,1054.31,0,3292.33,347.31,0,45714.11,0,136691.61
2020,12,160,123572.51,95352.33,17375.6,2683.98,0,18342.61,7956.95,0,9888.25,0,275172.23
2020,12,190,-2268.04,0,0,0,0,0,0,0,0,0,-2268.04
2020,12,215,173797.68,152500.54,18904.69,-6352.57,0,21889.45,1702.18,0,43377.84,0,405819.81
2020,12,216,78341.99,64616.53,33124.86,-2766.12,0,46599.39,1427.45,0,11294.09,0,232638.19
2020,12,218,99870.09,101383.79,11604.99,602.24,0,10207.3,242.11,0,5021.04,0,228931.56
2020,12,364,86604.69,24525.63,8888.58,2839.22,0,19472.37,1055.06,0,30432.06,0,173817.61
2020,12,365,90964.52,69874.49,24601.03,834.5,0,22845.27,283.78,0,20982.4,0,230385.99
2020,12,366,0,0,0,0,0,0,0,0,0,0,0
2020,12,367,219238.26,152191.14,21006.25,13585.4,0,27807.11,4438.54,0,59147.85,0,497414.55
2020,12,401,0,13437.91,0,0,0,0,0,0,0,0,13437.91
2020,12,402,0,0,0,0,0,0,0,0,0,0,0
2020,12,403,20831.08,51678.43,851.02,194.98,0,2045.42,0,0,1514.23,0,77115.16
2020,12,404,36774.06,16116.71,9799.29,307.04,0,6960.91,0,0,0,0,69958.01
2020,12,520,97807.94,4614.18,35830.75,6525.65,0,30034.48,0,0,9878.64,0,184691.64
2020,12,536,88965.91,27785.33,3047.58,153.52,0,11192.33,4085.66,0,6321.35,0,141551.68
2021,1,113,269302.15,124347.09,21168.53,7860.95,0,11652,8155.17,0,1452.79,0,443938.68
2021,1,114,284709.09,123000.95,12567.52,15904.67,0,38932.81,21115.09,0,2717.81,0,498947.94
2021,1,117,37332.01,63897.67,23196.02,2661.74,0,8059.26,3205.04,0,20879.2,0,159230.94
2021,1,160,143354.55,38470.35,14582.33,4755.31,0,8270.97,1524.46,0,2723.36,0,213681.33
2021,1,190,0,0,0,-25.17,0,0,0,0,0,0,-25.17
2021,1,215,162830.83,52546.08,21037.67,3948.6,0,30435.25,0,0,22058.94,0,292857.37
2021,1,216,109781.01,57265.94,16967.38,3089.31,0,7695.92,1555.54,0,13176.96,0,209532.06
2021,1,218,102360.52,47079.66,15709.3,1981.64,0,9540.72,281.75,0,22098.12,0,199051.71
2021,1,364,106972.44,39479.35,8654.27,2121.5,0,8585.11,1189.16,0,4008.97,0,171010.8
2021,1,365,124358.57,52768.83,15877.77,4757.3,0,27243.8,294.38,0,8686.5,0,233987.15
2021,1,366,0,0,0,0,0,0,0,0,0,0,0
2021,1,367,186340.96,109273.61,62406.72,3784.9,0,19237.37,3054.17,0,4589.66,0,388687.39
2021,1,401,152.88,-3950.29,0,0,0,0,0,0,0,0,-3797.41
2021,1,403,7338.19,4444.03,778.27,249.61,0,0,0,0,3216.79,0,16026.89
2021,1,404,25558.29,8248.81,2526.4,1076.32,0,1708.15,0,0,0,0,39117.97
2021,1,520,88479.44,22902.63,3211.98,806.81,0,12655.38,4431.06,0,13324.87,0,145812.17
2021,1,536,102647.24,35192.9,92.97,456,0,8453.34,0,0,0,0,146842.45
2021,2,113,265035.87,183187.34,79032.7,4598.08,0,23409.79,7412.87,0,30163.49,0,592840.14
2021,2,114,271960.2,124674.86,60856.58,9533.56,0,38745.54,39026.3,0,19397.02,0,564194.06
2021,2,117,22789.3,48610.64,3169.92,3591.15,0,2067.14,7049.66,0,3174.59,0,90452.4
2021,2,160,143037.39,175375.27,11088.79,2026.58,0,20503.59,6592.82,0,4519.64,0,363144.08
2021,2,190,0,0,0,0,0,0,0,0,0,0,0
2021,2,215,152059.44,189945.25,13501.11,4273.03,0,26442.99,827.31,0,54731.55,0,441780.68
2021,2,216,66173.59,33575.89,11410.79,2332,0,12324,1240.19,0,55725.22,0,182781.68
2021,2,218,140833.78,28512.36,19198.47,3079.24,0,12008.76,1078.76,0,6550.19,0,211261.56
2021,2,364,60323.78,15902.92,3816.82,1594.01,0,5882.52,802.22,0,24621.85,0,112944.12
2021,2,365,104188.29,32427.5,18081.15,3292.58,0,14961.9,11114.6,0,16919.04,0,200985.06
2021,2,366,0,0,0,0,0,0,0,0,0,0,0
2021,2,367,198108.75,147393.13,67.22,9093.47,0,35666.91,3188.97,0,65968.18,0,459486.63
2021,2,401,0,0,0,0,0,0,0,0,0,0,0
2021,2,403,22370.45,12049.37,0,0,0,0,0,0,0,0,34419.82
2021,2,404,15566.97,3460.34,4015.98,505.54,0,201.95,0,0,0,0,23750.78
2021,2,520,57116.53,20123.03,1898.54,306.49,0,4057.73,567.86,0,57180.85,0,141251.03
2021,2,536,67392.42,29261.57,4009.59,-219.29,0,77.12,458.86,0,1010.07,0,101990.34
2021,3,113,383125.34,211959.13,20710.96,8883.09,0,16937.51,2265.32,0,13367,0,657248.35
2021,3,114,366370.37,200863.92,11089.12,3533.41,0,118133.77,20698.54,0,11451.71,0,732140.84
2021,3,117,5234.29,46567,83135.05,1174.05,0,5833.3,10647.28,0,6660.05,0,159251.02
2021,3,160,191185.64,87195.68,17238.61,2631.06,0,22115.21,10644.14,0,471.02,0,331481.36
2021,3,190,0,0,0,0,0,0,0,0,0,0,0
2021,3,215,187944.73,86418.62,12975.27,2742.13,0,124448.9,2420.55,0,5798.55,0,422748.75
2021,3,216,138913.3,100350.2,9876.36,836.43,0,41300.25,3416.31,0,3374.96,0,298067.81
2021,3,218,122185.92,87464.61,21193.36,4539.3,0,19040.38,6107.84,0,11213.68,0,271745.09
2021,3,364,92675.41,29437.01,22180.93,3815.45,0,3798.62,4489.34,0,11663.45,0,168060.21
2021,3,365,143235.04,81345.57,44090.89,3531.58,0,32552.39,3760.48,0,53423.89,0,361939.84
2021,3,366,0,0,0,0,0,0,0,0,0,0,0
2021,3,367,251007.85,172683.06,30437.41,5826.27,0,37933.32,7472.31,0,16990.61,0,522350.83
2021,3,401,0,0,0,0,0,0,0,0,0,0,0
2021,3,403,21343.76,23410.81,2466.08,0,0,1456.1,0,0,-1514.23,0,47162.52
2021,3,404,41539.8,6038.83,5708.06,1232.98,0,15412.05,0,0,0,0,69931.72
2021,3,520,85259.3,53717.21,27339.79,219.66,0,5236.86,2507.32,0,6778.35,0,181058.49
2021,3,536,85911.29,50500.47,2238.58,308.08,0,5912.11,653.59,0,1050.66,0,146574.78
2021,4,113,428757.09,150043.99,59589.3,6426.94,0,28295.36,4357.69,0,56754.95,0,734225.32
2021,4,114,402913.19,156156.66,24828.52,1102.38,0,26356.56,24151.84,0,7422.87,0,642932.02
2021,4,117,2681.04,27822.97,10930.89,15024.89,0,7976.95,1108.87,0,-14.61,0,65531
2021,4,160,173625.68,92912.36,52338.76,2338.02,0,16701.58,5497.96,0,15951.24,0,359365.6
2021,4,190,0,0,0,0,0,0,0,0,0,0,0
2021,4,215,114066.16,76880.2,12944.44,2854.42,0,29327.14,3641.8,0,7454.53,0,247168.69
2021,4,216,123473.36,60564.2,8791.35,2383.15,0,40600.78,631.75,0,6741.12,0,243185.71
2021,4,218,129120.9,80455.74,26074.37,3073.65,0,12358.03,6071.54,0,18372.61,0,275526.84
2021,4,364,55331.8,27547.17,1159.33,1329.27,0,1983.36,0,0,3780.49,0,91131.42
2021,4,365,158581.43,39975.75,15066.53,10062.02,0,19695.56,8402.37,0,24798.9,0,276582.56
2021,4,366,0,0,0,0,0,0,0,0,0,0,0
2021,4,367,229455.27,149549.34,89483.81,3734.35,0,46660.21,6563.75,0,11657.96,0,537104.69
2021,4,401,0,0,0,0,0,0,0,0,0,0,0
2021,4,403,21628.92,22574.78,0,493.22,0,931.47,0,0,0,0,45628.39
2021,4,404,6083.22,10975.31,778.27,637.79,0,522.28,0,0,0,0,18996.87
2021,4,520,96960.1,30370.82,37343.29,1044.33,0,10260.62,96.84,0,39624.6,0,215700.6
2021,4,536,85818.64,65974.38,5209.56,375.09,0,2970.34,635.4,0,0,0,160983.41
2021,5,113,460598.47,175925.81,88353.44,2208.8,0,37087.49,1922,0,117948.39,0,884044.4
2021,5,114,377309.36,211505.01,30308.62,6266.94,0,19224.83,20962.51,0,3839.2,0,669416.47
2021,5,117,6293.68,21493.82,43213.74,-378.79,0,1586.31,6788.05,0,3084.65,0,82081.46
2021,5,160,154302.89,158791.74,16942.61,14109.78,0,20034.65,8968.56,0,2340.99,0,375491.22
2021,5,190,0,0,0,0,0,0,0,0,0,0,0
2021,5,215,173685.51,52366.35,17746.75,2414.51,0,35598.8,0,0,51938.46,0,333750.38
2021,5,216,172788.35,108752.88,17638.2,474.63,0,7590.98,975.25,0,1778.82,0,309999.11
2021,5,218,150681.42,44706.77,70268.48,5290.45,0,10507.01,8107.77,0,36566.52,0,326128.42
2021,5,364,105561.76,106435.4,5859.77,465.54,0,7915.25,1076.81,0,22413.01,0,249727.54
2021,5,365,128820.32,82808.7,14261.25,2396.77,0,75886.51,8390.4,0,3073.61,0,315637.56
2021,5,366,0,0,0,0,0,0,0,0,0,0,0
2021,5,367,313785.44,114952.73,43724.35,15095.83,0,22067.56,6201.62,0,24735,0,540562.53
2021,5,401,0,0,0,0,0,0,0,0,0,0,0
2021,5,403,21696.2,50399.89,0,0,0,346.2,0,0,2628.34,0,75070.63
2021,5,404,4437.52,3146.7,0,155.65,0,2085.54,0,0,0,0,9825.41
2021,5,520,114785.68,11506.27,1233.32,331.07,0,2086.82,1774.21,0,3288.7,0,135006.07
2021,5,536,70111.65,46891.89,1925.6,1183.07,0,506.31,653.59,0,2109.2,0,123381.31
2021,6,113,404887.07,293599.63,73595,8189.13,0,17788.53,2295.65,0,24112.16,0,824467.17
2021,6,114,408454.54,161391.22,80744.24,4959.61,0,39114.87,28458.08,0,1748.27,0,724870.83
2021,6,117,23996.14,51556.26,101164.06,1394.07,0,58.98,3439.73,0,14093.07,0,195702.31
2021,6,160,180458.31,59626.18,9614.05,2171.25,0,16746.22,9087.75,0,10439.58,0,288143.34
2021,6,190,0,0,0,0,0,0,0,0,0,0,0
2021,6,215,161533.01,65359.65,10767.52,2661.88,0,9152.19,0,0,7483.28,0,256957.53
2021,6,216,170194.38,109216.03,3203.08,3283.96,0,11625.4,9202.48,0,4880.64,0,311605.97
2021,6,218,162065.8,69908.39,37211.64,4032.5,0,24144.13,7859.04,0,11922.15,0,317143.65
2021,6,364,50847.66,23028.9,89.57,937.06,0,468.37,0,0,16988.64,0,92360.2
2021,6,365,138933.18,61258.14,19341.77,2826.63,0,14995.29,4352.6,0,46873.91,0,288581.52
2021,6,366,0,0,0,0,0,0,0,0,0,0,0
2021,6,367,254253.83,310184.98,15508.02,9648.1,0,51499.54,5054.22,0,34075.05,0,680223.74
2021,6,401,0,0,0,0,0,0,0,0,0,0,0
2021,6,403,33911.48,27715.59,3305.32,0,0,10558.94,0,0,0,0,75491.33
2021,6,404,18826.43,-2001.77,1217.83,118.29,0,1510.72,0,0,0,0,19671.5
2021,6,520,72525.61,10953.63,4421.06,650.21,0,843.2,0,0,139.28,0,89532.99
2021,6,536,51776.17,40739.58,6102.5,450.73,0,3258.85,0,0,0,0,102327.83
2021,7,113,406694.51,148471.68,74806.25,15180.45,0,15160.11,2691.86,0,22691.96,0,685696.82
2021,7,114,392971.59,68645.11,26397.2,15030.92,0,37990.44,18896.27,0,13235.55,0,573167.08
2021,7,117,1210.9,20853.74,109240.86,19394.99,0,3641.01,9425.82,0,5238.69,0,169006.01
2021,7,160,193706.12,62111.64,37710.75,8447.87,0,11547.35,5372.28,0,425.39,0,319321.4
2021,7,190,0,0,0,0,0,0,0,0,0,0,0
2021,7,215,171465.28,125694.36,24153.66,4705.57,0,31024.36,1469.89,0,22477.95,0,380991.07
2021,7,216,103112.68,152571.36,15509.07,815.46,0,9631.22,0,0,6117.28,0,287757.07
2021,7,218,140916.25,65926.9,14185.87,3277.86,0,12938.72,7896.27,0,6141.56,0,251283.43
2021,7,364,-1627.05,71886.75,11775.6,640.14,0,6267.53,1793.06,0,7396.77,0,98132.8
2021,7,365,152811.97,93408.52,19152.46,4189.23,0,39721.12,5371.17,0,39234.29,0,353888.76
2021,7,366,0,0,0,0,0,0,0,0,0,0,0
2021,7,367,255649.36,276057.05,16041.62,4594,0,27712.1,3310.71,0,-6333.66,0,577031.18
2021,7,401,0,0,0,0,0,0,0,0,0,0,0
2021,7,403,43290.97,31495.43,1556.54,983.57,0,0,0,0,0,0,77326.51
2021,7,404,8382.71,6153.71,1207.96,367.04,0,1616.41,0,0,939.53,0,18667.36
2021,7,520,107145.54,78101.69,10514.44,1294.17,0,2289.18,411.51,0,0,0,199756.53
2021,7,536,30769.73,31570.23,3345.7,1078.18,0,3114.34,0,0,2919.33,0,72797.51
2021,8,113,388950.81,166784.76,136608.28,19308.51,0,40348.98,873.61,0,68442.48,0,821317.43
2021,8,114,366779.37,207825.58,33177.79,2851.93,0,26279.27,28911.04,0,5397.99,0,671222.97
2021,8,117,4594.22,41697.06,8055.44,11320.07,0,4378.66,12227.34,0,46224.8,0,128497.59
2021,8,160,168440.36,72382.54,8492.63,1369.92,0,29582.78,6659.25,0,4133.69,0,291061.17
2021,8,190,0,0,0,0,0,0,0,0,0,0,0
2021,8,215,166165.02,54960.34,19561.21,2126.13,0,31870.51,5999.67,0,120.74,0,280803.62
2021,8,216,103727.75,163130.43,12908.33,38.43,0,7649.51,4275.61,0,0,0,291730.06
2021,8,218,131945.19,36031.1,11930.53,1124.66,0,29437.06,2383.95,0,3990.58,0,216843.07
2021,8,364,17280.35,50878.04,16257.54,3925.61,0,14205,0,0,-264.28,0,102282.26
2021,8,365,224476.78,101207.31,44033.85,2739.49,0,21691.24,5184.27,0,100353.41,0,499686.35
2021,8,366,0,0,0,0,0,0,0,0,0,0,0
2021,8,367,301638.29,205114.74,40776.79,8212.14,0,16899.15,6823.6,0,9749.2,0,589213.91
2021,8,401,0,0,0,0,0,0,0,0,0,0,0
2021,8,403,62927.89,25218.51,1758.1,353.86,0,2323.9,0,0,2431.63,0,95013.89
2021,8,404,7441.08,4765.88,778.27,0,0,0,0,0,0,0,12985.23
2021,8,520,79182.91,32466.44,27084.92,671.18,0,4486.01,2005.19,0,22620.31,0,168516.96
2021,8,536,60289.56,63429.93,18429.9,617.88,0,1574.38,1321.21,0,0,0,145662.86
2021,9,113,481727.27,225063.81,14967.61,12404.83,0,25337.35,5105.58,0,6968.84,0,771575.29
2021,9,114,378275.01,160490.66,15014.71,2135.19,0,34681.33,25208.75,0,26696.94,0,642502.59
2021,9,117,9721.37,21480.71,15450.98,1894.11,0,4512.26,6201.21,0,8522.21,0,67782.85
2021,9,160,195493.29,78199.55,9420.09,1749.13,0,14614.06,10802.28,0,7140.78,0,317419.18
2021,9,190,0,0,0,162.61,0,0,0,0,0,0,162.61
2021,9,215,183618.83,48826.63,3548.88,3047.57,0,14736.41,192.9,0,3014.64,0,256985.86
2021,9,216,115870.37,117471.72,12602.34,1430.44,0,5184.54,169.66,0,0,0,252729.07
2021,9,218,119495.18,111757.29,5911.58,1517.09,0,29102.15,7401.62,0,14716.6,0,289901.51
2021,9,364,41377.21,91884.43,7008.34,1688.95,0,13805.52,361.34,0,9649.5,0,165775.29
2021,9,365,155582.05,81915.38,16665.89,6517.7,0,40548.1,15667.26,0,59083.2,0,375979.58
2021,9,366,0,0,0,0,0,0,0,0,0,0,0
2021,9,367,179338.16,160134.77,12102.31,433.31,0,25311.14,5745.1,0,51159.07,0,434223.86
2021,9,401,0,0,0,0,0,0,0,0,0,0,0
2021,9,403,30965.03,20643.19,2109.12,156.59,0,21.51,0,0,-1050.66,0,52844.78
2021,9,404,15425.44,6885.57,782.94,0,0,843.12,0,0,1646.19,0,25583.26
2021,9,520,50420.67,26509.51,695.54,5104.84,0,987.16,354.28,0,-8525.42,0,75546.58
2021,9,536,40362.49,22147.58,611.82,2087.45,0,1717.23,1259.49,0,0,0,68186.06
2021,10,113,376734.63,178777.37,44197.34,4159.69,0,18774.34,367.87,0,83047.71,0,706058.95
2021,10,114,397795.71,157577.83,11623.71,4982.77,0,29114.62,32135.76,0,14603.83,0,647834.23
2021,10,117,16979.06,48183.35,6385.35,1951.1,0,-291.01,7099.21,0,2593.61,0,82900.67
2021,10,160,195019.11,62407.67,16418.78,776.37,0,6753.77,11870.36,0,15777.08,0,309023.14
2021,10,190,0,0,0,0,0,0,0,0,0,0,0
2021,10,215,173838.58,60164.51,54328.72,465.66,0,73115.59,0,0,1493.69,0,363406.75
2021,10,216,164768.16,157415.09,10475.58,1492.24,0,8909.99,2257.22,0,0,0,345318.28
2021,10,218,168583.94,39157.73,24137.81,2447.02,0,39430.38,9269.44,0,5239.77,0,288266.09
2021,10,364,41790.95,83315.78,4890.63,627.57,0,14987.76,6220.44,0,22405.53,0,174238.66
2021,10,365,128066.86,76793.52,65935.85,3724.84,0,40123.7,6436.11,0,10766.19,0,331847.07
2021,10,366,0,0,0,0,0,0,0,0,0,0,0
2021,10,367,271573.99,109528.97,43134.74,2861.56,0,16823.09,3526.29,0,45269.02,0,492717.66
2021,10,401,0,0,0,0,0,0,0,0,0,0,0
2021,10,403,49680.12,11787.95,206.73,265.24,0,1178.81,0,0,0,0,63118.85
2021,10,404,3350.02,6792.86,782.94,156.59,0,0,0,0,-1646.19,0,9436.22
2021,10,520,47361.43,16891.79,4589.22,602.22,0,5284.13,1698.4,0,42415.54,0,118842.73
2021,10,536,42589.48,42442.33,2531.28,1731.63,0,2255.98,634.4,0,2973.7,0,95158.8
