Year,Period,Branch,New Equipment Sales,Used Equipment Sales,RPO Sales,Re-Marketing Sales,Trade-In Sales,RtoR Sales,Other,Total Equipment,RF Revenue,RPO Revenue,Re-Rent Revenue,Loaner Revenue,Loaner Internal,Used Rental,Total Rental,Parts Counter,Parts Shop,Parts Warranty,Warranty Settlement,Warranty Settlement - Adj,Parts Internal,Parts Internal - CSA Cust,Parts Internal - CSA Rental,Parts Internal - ACAP,Parts Internal - EM,Total Parts,Customer,Warranty,Internal,Sublet,Total Service
2020,6,365,493375,0,0,194000,0,0,0,687375,129645,36200,0,0,0,11925,177770,105317.03,77101.45,22121.54,6565.22,0,34770.35,1423.13,0,32024.12,0,279322.84,60698.88,44875.75,91737.75,11684.72,208997.1
2020,6,366,0,0,0,0,0,0,4073.06,4073.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,6,367,0,0,0,0,0,222285,0,222285,115983.33,0,0,0,19593.19,95749.99,231326.51,208343.35,130282.32,49475.07,28108.04,0,20795.22,2531.21,0,10954.32,0,450489.53,165880.83,22126.25,69221.75,15031.1,272259.93
2020,6,401,466636.98,0,0,0,0,0,0,466636.98,0,0,0,0,0,53004,53004,37117.15,7721.88,2353.17,0,0,4691.09,0,0,0,0,51883.29,9487.5,1755,10915,0,22157.5
2020,6,403,0,0,0,0,0,0,1458.33,1458.33,7500,0,0,0,0,11400,18900,57133.42,39091.27,6689.96,307.04,0,2054.2,0,0,-86.37,0,105189.52,11470.75,5231.25,1687.5,0,18389.5
2020,6,404,0,0,0,0,0,0,0,0,0,3950,0,0,0,24133.32,28083.32,6632.25,15842.35,0,-67.86,0,23543.43,0,0,0,0,45950.17,4950.5,0,10897.5,0,15848
2020,6,520,641511,103000,0,97500,0,0,0,842011,16308.33,33505,0,0,2385.36,0,52198.69,156961.82,22753.69,1197.41,898,0,23210.69,1344.89,0,744.69,0,207111.19,31064.5,3909.41,44930.5,4014.97,83919.38
2020,6,536,0,1500,0,0,0,0,0,1500,0,0,0,0,0,51850,51850,71490.13,47569.73,10892.69,991.73,0,6811.04,0,0,0,0,137755.32,44789.5,4087,16315.5,2744.64,67936.64
2020,7,113,3883822.29,0,0,122500,0,129500,0,4135822.29,163858.79,30810,0,0,0,38765.18,233433.97,235575,76501.02,66353.56,4561.91,0,11524.53,4871.69,0,16606.34,0,415994.05,141877.75,49522.25,53999.5,3778.26,249177.76
2020,7,114,3188125,0,0,329169.7,262900,135500,250,3915944.7,188085.91,64578.34,16985,0,1795.05,77413.99,348858.29,273696.75,170562.14,24136.74,1356.26,0,27854.25,14809.33,0,3843.77,0,516259.24,147745.48,16196.5,105815.87,8233.96,277991.81
2020,7,117,208325,0,0,0,0,0,0,208325,30975,40350,0,0,0,9590,80915,19863.68,64831.74,23082.88,8597.39,0,1155.87,5225.78,0,8642.61,0,131399.95,52618,25869.5,31022.25,1082.49,110592.24
2020,7,160,3249,0,0,0,0,0,4986.69,8235.69,41295,13450,0,0,13059.53,53094.99,120899.52,147807.04,111527.87,19716.55,2476.02,0,8049.36,10637.3,0,9148.12,0,309362.26,99045.5,15477,56687.75,2258.6,173468.85
2020,7,190,151600,0,0,153000,93250,0,0,397850,111500,42500,0,0,0,31500,185500,0,0,0,643.07,0,0,0,0,0,0,643.07,0,0,0,0,0
2020,7,215,6800,0,0,0,0,115000,0,121800,9500,0,0,0,0,0,9500,199248.54,78833.12,8089.79,3092.68,0,15381.82,9855.49,0,42932.63,0,357434.07,88552,8212,40781.5,768.06,138313.56
2020,7,216,9080705,0,0,0,0,0,0,9080705,27400,212500,0,0,1875,10500,252275,115721.8,39807.91,10709.38,1665.82,0,96889.07,1412.88,0,13990.79,0,280197.65,41268.88,14261,88710.25,14968.3,159208.43
2020,7,218,3512881,3110,0,0,0,0,332.5,3516323.5,52308.31,8550,0,0,6768.56,35941.66,103568.53,96806.21,100626.95,30978.05,1784.96,0,14748.96,0,0,34765.52,0,279710.65,86121,16060,32344.5,5250.36,139775.86
2020,7,364,999128,0,0,171983,0,0,0,1171111,83800,0,0,0,31312.2,12982.01,128094.21,75968.33,91573.4,17914.65,5569.48,0,3854.18,1039.32,0,28063.02,0,223982.38,74615.25,26724.25,30866.5,3884.6,136090.6
2020,7,365,448850,0,0,192460,0,614000,0,1255310,181950,18100,0,0,0,3775,203825,145948.54,40857.16,24629.53,2555.73,0,23937.11,3300.47,0,50493.9,0,291722.44,42711.38,35323.75,74100.5,405,152540.63
2020,7,366,0,0,0,0,0,0,4073.06,4073.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,367,352000,2500,0,400500,0,567000,0,1322000,80549.98,0,0,0,0,77258,157807.98,219428.81,213830.69,73275.56,7440.97,0,78965.14,8750.15,0,24962.44,0,626653.76,141779.9,14442.5,128450.25,8430.88,293103.53
2020,7,401,4495,333120.65,0,0,0,0,0,337615.65,0,0,0,0,0,36567.34,36567.34,32835.19,11587.97,2714.42,470.62,0,639.46,0,0,0,0,48247.66,11652.75,2382.5,7436.25,0,21471.5
2020,7,403,1150,0,0,0,0,0,1458.33,2608.33,2300,0,7800,0,0,-6600,3500,32844.32,22214.22,6787.4,704.13,0,1699.07,43.68,0,16365.38,0,80658.2,17011.32,5130,8870,742.5,31753.82
2020,7,404,0,0,0,0,0,0,0,0,3700,3950,0,0,0,550,8200,6247.53,2460.54,963.81,312.51,0,-2844.05,0,0,0,0,7140.34,5569.25,1417.5,2550,0,9536.75
2020,7,520,60500,5850,0,0,76000,0,0,142350,27608.32,22960,0,0,0,2600,53168.32,107799.7,33240.2,4151.01,99.6,0,6576.41,2989.07,0,3840.27,0,158696.26,36108,7991,34080.25,6306.85,84486.1
2020,7,536,80124,0,0,0,0,0,0,80124,0,0,0,0,0,27825,27825,84439.65,41205.11,18739.65,1769.39,0,2498.73,0,0,93.45,0,148745.98,36667,17486.25,6915,-200,60868.25
2020,8,113,1740899.6,2314.69,151891,-66950,63052.5,0,0,1891207.79,150196.83,26210,0,0,0,21905,198311.83,250995.07,118650.87,80447.09,10672.36,0,13631.52,3748.33,0,32161.54,0,510306.78,117999.75,60892,57820.5,10670.26,247382.51
2020,8,114,1021742,0,150175,274500,0,0,0,1446417,217052.63,85445,21600,0,0,105586,429683.63,348283.72,188743.37,19213.85,4638.98,0,30652.09,25452.24,0,53532.31,0,670516.56,188471.85,19360.5,126248.71,3538.66,337619.72
2020,8,117,694523,4050,0,135000,0,157000,0,990573,17600,40350,0,0,0,-2613.34,55336.66,47353.31,51901.46,16854.97,4126.26,0,6808.51,6636.19,0,21641.48,0,155322.18,46170.75,22381.75,42368.75,3171.65,114092.9
2020,8,160,65758,0,0,0,29400,0,2586.69,97744.69,32145,13450,0,0,412.5,7970.82,53978.32,114888.05,62209.63,22735.46,5870.23,0,8236.37,6285.75,0,12733.81,0,232959.3,85290,14337,61468.5,0,161095.5
2020,8,190,0,14750,0,806995,68500,1397500,0,2287745,101000,42500,0,0,0,-63000,80500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,8,215,49345.92,2100,0,0,0,0,0,51445.92,19000,0,0,0,0,0,19000,188379,162947.19,12518.61,2836.02,0,11601.98,2175.98,0,64832.96,0,445291.74,112206.42,11399.75,40262.25,771.49,164639.91
2020,8,216,767030,0,0,0,0,0,0,767030,43600,337500,0,0,42000,44307.62,467407.62,138288.53,76651.43,31098.98,1887.57,0,66107.96,5736.82,0,16299.68,0,336070.97,59308,16984.5,68841.75,8225.28,153359.53
2020,8,218,1056641.27,0,0,230880,0,332771,0,1620292.27,114730,17100,0,0,0,36450,168280,132349.61,83579.53,15326.47,1418.94,0,4313.99,1707.96,0,58992.42,0,297688.92,64597.5,10296.25,33648.5,1613,110155.25
2020,8,364,817568,0,0,0,0,0,0,817568,58716.66,0,0,0,35512.5,18372.24,112601.4,79668.08,42407.26,11661.71,747.92,0,5355.59,1761.71,0,31189.03,0,172791.3,59493.25,15354.5,32548.5,0,107396.25
2020,8,365,1766235,0,0,0,0,847300,0,2613535,111685,8550,0,0,13776.25,25925,159936.25,163003.08,41341.05,12938.28,6227.23,0,20394.57,649.39,0,-34518.93,0,210034.67,41740.75,22240.5,55579.25,845,120405.5
2020,8,367,1567886,0,0,1268650,22000,0,4073.06,2862609.06,114866.66,0,0,0,10154.25,139596,264616.91,208547.22,134823.42,73449.9,5973.35,0,27108.67,5370.7,0,11595.12,0,466868.38,133363.28,35167.5,76641.25,5015.43,250187.46
2020,8,401,547622.22,0,0,52500,0,0,0,600122.22,0,0,0,0,0,19910.56,19910.56,37850.13,58896.8,3054.01,569.46,0,21071.54,0,0,0,0,121441.94,13000,4080,10462.5,0,27542.5
2020,8,403,0,0,0,0,0,0,1458.33,1458.33,3600,0,3900,0,0,5400,12900,43713.79,21740.93,1537.96,1718.39,0,793.74,0,0,1353.89,0,70858.7,15781.5,1700,842.5,0,18324
2020,8,404,0,0,26312.89,0,0,0,0,26312.89,3700,0,0,0,0,5600,9300,6475.75,0,1318.99,215.41,0,4040.21,0,0,0,0,12050.36,2595,1620,6315,0,10530
2020,8,520,775701,0,0,0,0,0,0,775701,19975,26000,0,0,0,-66.67,45908.33,86506.52,35815.52,12298.33,960.09,0,3398.86,0,0,403.41,0,139382.73,41094.5,9290.08,31169,325,81878.58
2020,8,536,3851,135375,0,140000,0,0,0,279226,0,0,0,0,0,-2175,-2175,86555.2,24302.39,6056.28,3700.89,0,12100.54,4270.55,0,2518.47,0,139504.32,32091,4854.5,23311.5,2841.07,63098.07
2020,9,113,384833.5,3100,0,500596.25,0,433000.22,0,1321529.97,139029.16,17280,0,0,7496.63,-1737.06,162068.73,246511.13,184729.75,115264.27,12616.62,0,20880.65,2022.21,0,8837.6,0,590862.23,140694.07,58823.5,54185.75,6635.74,260339.06
2020,9,114,2761141.81,5000,252938.04,422250,41650,0,0,3482979.85,199512,25670,21600,0,200,93165,340147,238558.5,228638.98,90190.25,2307.54,0,22110.07,14903.02,0,2072.52,0,598780.88,196591.08,28696.5,94008.5,5407.07,324703.15
2020,9,117,5537875,0,0,0,0,0,0,5537875,16558.32,40350,0,0,0,0,56908.32,56411.24,93316.91,12801.52,2983.2,0,1754.33,7770.22,0,31880.22,0,206917.64,50160.25,28776,32987.5,412.21,112335.96
2020,9,160,495568.88,73000,0,0,0,0,15731.33,584300.21,12395,15950,0,0,0,28125,56470,131148.71,139210.4,63183.82,3039.58,0,1720.63,9127.59,0,6971.4,0,354402.13,105719,21976,44088,3448.5,175231.5
2020,9,190,0,347000,0,697000,204299,90000,423343.9,1761642.9,80000,42500,0,0,0,21000,143500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,9,215,83024.44,0,0,0,0,0,0,83024.44,42666.66,0,0,0,0,0,42666.66,193271.49,89437.39,8676.53,910.11,0,15875.22,1773.73,0,16693.1,0,326637.57,102614.11,10241.5,41046,7509.22,161410.83
2020,9,216,0,0,0,0,0,0,0,0,36793.75,312500,0,0,21000,40880,411173.75,84134.72,106089.77,19253.04,4185.81,0,34062.44,7831.37,0,11144.64,0,266701.79,67936.5,11658,54698.5,1389,135682
2020,9,218,0,356850,0,172500,0,711500,0,1240850,177155,8550,0,0,0,66400,252105,97697.39,74305.19,15360.19,3462.22,0,13936.67,242.11,0,3035.78,0,208039.55,63215.5,7303,34971,1129.44,106618.94
2020,9,364,12000,3500,0,0,0,0,0,15500,55450,0,0,0,0,22912.2,78362.2,44908.56,42362.19,10341.21,3300.4,0,23756.36,1408.19,0,36116.08,0,162192.99,51796.75,12145,38217.75,0,102159.5
2020,9,365,3318220,2500,0,0,0,0,13025,3333745,114577,8550,0,0,0,17521,140648,147953.44,31429.59,24946.86,2104.61,0,17265.04,743.7,0,16435.17,0,240878.41,56023,35959.45,66823.5,11397,170202.95
2020,9,366,0,0,0,0,0,0,17473.06,17473.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,9,367,489722,0,0,0,80000,203550,0,773272,151000,0,0,0,0,93275,244275,192599.63,148268.82,-20015.08,4632.68,0,15544.72,4182.81,0,163131.26,0,508344.84,153717.25,4805,123595.75,27201.46,309319.46
2020,9,401,0,0,0,0,0,0,0,0,0,0,0,0,0,7484,7484,4678.25,429.64,767.6,-169.09,0,1295.07,0,0,0,0,7001.47,4997.5,405,7618.75,0,13021.25
2020,9,403,241300,5500,0,0,0,0,1458.33,248258.33,3600,0,3900,0,0,13500,21000,68989.86,15409.24,828.71,564.95,0,3860.63,0,0,-16683.01,0,72970.38,12304.25,2025,9447.5,0,23776.75
2020,9,404,0,0,0,0,0,0,0,0,-2466.68,0,0,0,0,19666.66,17199.98,2400.05,13381.45,2091.88,470.81,0,0,0,0,0,0,18344.19,27281.25,6622.5,0,100.78,34004.53
2020,9,520,604184,0,0,64150,0,0,0,668334,24975,26000,0,0,0,3250,54225,104687.18,26829.49,11542.12,514.56,0,53692.8,0,0,0,0,197266.15,39354,4717.5,43494,0,87565.5
2020,9,536,200189.44,0,0,0,0,0,0,200189.44,0,0,0,0,0,12825,12825,58965.66,21885.94,6480.31,1227.93,0,5305.45,0,0,334.9,0,94200.19,37265.26,3450.5,13756.5,58.06,54530.32
2020,10,113,1631130,21180,0,0,0,113000,0,1765310,144540.47,8350,0,0,0,80135.82,233026.29,273950.43,219809.34,21888.61,19617.01,0,28263.73,11843.01,0,25692.74,0,601064.87,153217,34149,72146.25,19177.63,278689.88
2020,10,114,3442954.28,0,674260.4,0,0,440000,0,4557214.68,214033.66,56620,43200,0,0,151919.32,465772.98,328140.48,152749.44,27212.7,16656.94,0,39674.59,53024.44,0,8474.69,0,625933.28,132536.95,17505.14,110995.67,9283.8,270321.56
2020,10,117,405000,0,0,0,0,0,0,405000,27708.33,53800,0,0,0,2950,84458.33,68000.71,68633.44,70641.58,3628.59,0,3083.43,4637.47,0,15744.87,0,234370.09,68132.5,39129.25,16620,1153.32,125035.07
2020,10,160,656871.71,0,38776.09,0,32000,0,4229.77,731877.57,30645,3100,0,0,0,11858.32,45603.32,160948.22,76944.71,10997.88,11616.78,0,24774.74,10783.56,0,6205.12,0,302271.01,77390.5,10619.5,79194.25,16089.32,183293.57
2020,10,190,0,0,0,100000,836800,612000,0,1548800,59000,42500,0,0,0,-21000,80500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,10,215,11588,0,0,867250,0,0,0,878838,29000,0,0,0,0,0,29000,209322.37,122159.6,73379.01,1528.4,0,28910.22,6220.24,0,9326.29,0,450846.13,110512.75,16700,69254,7997.91,204464.66
2020,10,216,4704324,0,4270806.43,0,0,0,0,8975130.43,83400,200000,0,0,21000,28560,332960,126485.84,116132.64,15101.95,5501.02,0,18762.83,217.56,0,4919.17,0,287121.01,95385,13199,33521.25,6588.82,148694.07
2020,10,218,1682769,0,0,386830,0,0,0,2069599,189780,8550,0,0,2750,82250,283330,106316.04,92624.91,12786.31,2916.32,0,9416.49,253.78,0,18765.73,0,243079.58,71815,12174,37490.25,1487.68,122966.93
2020,10,364,1598079,3600,0,0,0,0,0,1601679,49540,0,0,0,43948.75,12821.43,106310.18,81801.69,93900.75,25402.04,3050.08,0,6038.24,1933.76,0,3407.71,0,215534.27,68584.5,12631.5,15330.75,0,96546.75
2020,10,365,461385,0,0,0,0,0,-8745.11,452639.89,113489.67,12800,0,0,25084.69,19955,171329.36,106852.97,79676.89,15854.01,4232.69,0,27916.1,2361.9,0,22454.58,0,259349.14,79559.25,45427.18,75678.25,6978,207642.68
2020,10,366,0,0,0,0,0,0,3754.58,3754.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,10,367,5567,15505,0,0,0,75000,6750,102822,133866.66,0,0,0,6359.38,127350,267576.04,186961.03,213265.04,26402.6,2717.12,0,45108.67,6635.4,0,56216.15,0,537306.01,197993.16,15682.5,104145,22723.33,340543.99
2020,10,401,0,0,0,0,0,0,0,0,0,0,0,0,0,2234,2234,1116.49,0,9919.78,0,0,115.98,0,0,0,0,11152.25,710,2700,4485,0,7895
2020,10,403,3765,0,0,0,73000,0,833.33,77598.33,3600,0,3900,0,0,3347.64,10847.64,29289.22,14273.28,3370.21,157.96,0,4249.48,0,0,0,0,51340.15,11771.25,2463.75,8713.75,1015.79,23964.54
2020,10,404,40000,0,0,173455,0,0,0,213455,0,0,0,0,0,6916.67,6916.67,27738.19,0,0,0,0,8.99,0,0,0,0,27747.18,-202.5,0,300,0,97.5
2020,10,520,51926,0,0,0,0,97500,0,149426,68750,52000,0,0,0,16700,137450,79162.24,89307.45,11207.03,15.14,0,1438.54,4740.07,0,11628.72,0,197499.19,56209.5,6421,32981,1101.66,96713.16
2020,10,536,230620,3750,0,192240,120000,0,250,546860,0,0,0,0,0,43921.24,43921.24,64123.69,24121.15,9165.9,1315.43,0,1972.53,2321.8,0,457.94,0,103478.44,25237.25,3718.5,13013,1699.47,43668.22
2020,11,113,-171271,5500,0,141000,0,137982,0,113211,130101.66,8350,0,0,0,32708.34,171160,252254.84,134969.73,23880.26,2923.95,0,33551.83,5821.29,0,75326.27,0,528728.17,156456.42,31877.75,104292.5,9791.48,302418.15
2020,11,114,1789806.28,0,968000,0,0,82000,0,2839806.28,179037.33,1175,9000,0,0,154983.32,344195.65,290124.27,128792.2,86672.28,8527.57,0,23818.18,28088.16,0,381.56,0,566404.22,111846.86,15888.75,96188.29,3159.55,227083.45
2020,11,117,2618880,0,0,0,95304,0,0,2714184,24225,40350,0,0,0,4533.32,69108.32,70372.69,54674.63,5266.72,8955.68,0,2377.17,5638.69,0,24989.43,0,172275.01,51588.25,10880.75,21223.25,981.64,84673.89
2020,11,160,185385,157750,0,51500,0,0,4229.77,398864.77,30645,10000,0,0,5000,20075,65720,126976.97,111437.83,13929.3,3015.69,0,7793.38,4863.46,0,14632.86,0,282649.49,83007.75,10586,44956.75,7555.8,146106.3
2020,11,190,0,50100,0,518675,199000,1195000,0,1962775,27500,42500,0,0,0,-126000,-56000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,11,215,13777,0,0,24080,114000,0,0,151857,28000,0,0,0,0,39006.66,67006.66,195191.54,115042.24,62759.36,2179.31,0,13358.78,1970.17,0,54195.78,0,444697.18,98613.5,14503,37702.5,599.12,151418.12
2020,11,216,2619135,0,0,0,0,0,0,2619135,29200,175000,0,0,24093.75,-2090,226203.75,60432.88,82686.86,10931.93,4035.9,0,16446.41,1331.75,0,38469.2,0,214334.93,94610.25,8308,38759.5,21504.98,163182.73
2020,11,218,1042723.56,0,0,755000,0,1645725,0,3443448.56,162930,8550,0,0,0,68335.3,239815.3,140057.26,28428.06,17814.97,5007.95,0,13014.05,854.13,0,6379.73,0,211556.15,35911.25,5728.5,31871,3000.09,76510.84
2020,11,364,158750,0,0,0,58500,0,0,217250,79100,0,0,0,0,13361.39,92461.39,183745.94,29663.69,20092.44,3391.51,0,14033.13,895.49,0,6052.38,0,257874.58,32776.25,13912.5,19437.75,0,66126.5
2020,11,365,1883980.9,0,0,342300,0,0,0,2226280.9,93175,12800,0,0,0,24225,130200,118761.31,19973.41,8054.66,4751.48,0,18466.87,7533.01,0,21128.1,0,198668.84,34991,27133.25,64533.5,7092,133749.75
2020,11,366,0,0,0,0,0,0,3754.58,3754.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,11,367,0,16000,0,0,0,0,1350,17350,94450.22,0,0,0,0,84275,178725.22,172469.85,107361.7,77881.39,-692.92,0,73430.64,7818.19,0,3794.76,0,442063.61,128077.83,16701.25,75240.44,4629.39,224648.91
2020,11,401,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,1100,-530.28,0,0,1983.96,0,0,0,0,0,0,1453.68,0,0,0,0,0
2020,11,403,2510,0,0,154000,0,0,833.33,157343.33,1200,0,3900,0,0,3215,8315,42169.97,5299.47,0,134.98,0,1429.12,0,0,0,0,49033.54,5505.25,0,1972.5,0,7477.75
2020,11,404,0,0,0,0,0,0,0,0,0,0,0,0,0,11843,11843,23288.48,4821.5,0,188.72,0,2770.07,0,0,291.55,0,31360.32,5610,0,8685,0,14295
2020,11,520,0,0,0,345000,0,95100,0,440100,92325,26000,0,0,0,-2100,116225,96464.31,68889.18,4811.61,545.95,0,15153.96,0,0,19877.45,0,205742.46,53023.5,1943,31248.5,1378.31,87593.31
2020,11,536,407200,827,0,0,0,0,0,408027,8250,0,0,0,0,-12500,-4250,57993.32,24153.43,4065.21,1936.7,0,4556.64,0,0,1036.26,0,93741.56,21802.5,2868.44,17581,2035.53,44287.47
2020,12,113,734551.37,-2047.48,154041.71,403500,0,1211174.2,35242.45,2536462.25,97761.66,-14300,0,0,17021.88,15555,116038.54,246997.62,212721.13,87809.75,3207.24,0,25853.25,11536.23,0,27412.23,0,615537.45,156670.25,57919.25,63105.75,19279.12,296974.37
2020,12,114,3246988,0,184076.36,0,110000,323000,0,3864064.36,139158.66,7475,19800,0,20439.84,143884.98,330758.48,274890.11,149095.05,78372.45,9912.12,0,33537.89,29077.68,0,3423.28,0,578308.58,137773.19,17989.5,124000.52,5564.97,285328.18
2020,12,117,578623,0,0,0,0,115000,0,693623,-9500,40350,0,0,0,8300,39150,41960.11,22017.06,22306.38,1054.31,0,3292.33,347.31,0,45714.11,0,136691.61,32413.5,15539,23639,877.48,72468.98
2020,12,160,4198702.22,278032.81,365582.23,1075142.22,119500,0,4229.77,6041189.25,16798.32,-10000,0,0,0,-48475,-41676.68,123572.51,95352.33,17375.6,2683.98,0,18342.61,7956.95,0,9888.25,0,275172.23,93400.25,16223.5,63442.75,2123.88,175190.38
2020,12,190,6212,38000,751250,2172202,431500,2324349,-2186824.14,3536688.86,558590.91,-753930,0,0,-212293.92,-223366.99,-631000,-2268.04,0,0,0,0,0,0,0,0,0,-2268.04,0,0,0,0,0
2020,12,215,356181,0,0,0,0,0,0,356181,0,0,0,0,4249.9,20100,24349.9,173797.68,152500.54,18904.69,-6352.57,0,21889.45,1702.18,0,43377.84,0,405819.81,114391.5,10848,50710.25,2273.84,178223.59
2020,12,216,2378836,0,0,0,0,0,6600,2385436,33600,237500,0,0,31531.26,21700,324331.26,78341.99,64616.53,33124.86,-2766.12,0,46599.39,1427.45,0,11294.09,0,232638.19,71889,19497,52204.75,43269.38,186860.13
2020,12,218,1733488,0,0,0,0,912092,0,2645580,147180,8550,0,0,1562.5,32169.7,189462.2,99870.09,101383.79,11604.99,602.24,0,10207.3,242.11,0,5021.04,0,228931.56,56902.85,8403,34355.5,895,100556.35
2020,12,364,2121914,137000,0,213375,0,0,0,2472289,68416.67,0,0,0,36100,7750,112266.67,86604.69,24525.63,8888.58,2839.22,0,19472.37,1055.06,0,30432.06,0,173817.61,31417.75,11515,28709.75,1150,72792.5
2020,12,365,1562505,0,0,0,0,513200,0,2075705,119946,5716.66,0,0,57487.5,11170.32,194320.48,90964.52,69874.49,24601.03,834.5,0,22845.27,283.78,0,20982.4,0,230385.99,60093.25,65673,51678.25,814.68,178259.18
2020,12,366,0,0,0,0,0,0,3754.58,3754.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,12,367,956889,3200,0,0,0,395254,1350,1356693,60150,0,0,0,45512.5,69334.66,174997.16,219238.26,152191.14,21006.25,13585.4,0,27807.11,4438.54,0,59147.85,0,497414.55,141807,15501.25,94450.23,19925.83,271684.31
2020,12,401,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,1100,0,13437.91,0,0,0,0,0,0,0,0,13437.91,4657.5,0,0,225,4882.5
2020,12,402,0,0,0,0,0,0,8333.33,8333.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,12,403,4510,31900,0,107000,0,0,0,143410,0,0,-3900,0,0,6430,2530,20831.08,51678.43,851.02,194.98,0,2045.42,0,0,1514.23,0,77115.16,30136.25,274.5,2610,1244.51,34265.26
2020,12,404,0,0,0,132000,0,0,0,132000,0,0,7400,0,0,9717.33,17117.33,36774.06,16116.71,9799.29,307.04,0,6960.91,0,0,0,0,69958.01,22387.5,6311.25,15442.5,621.38,44762.63
2020,12,520,235376,0,0,330554,69815,0,0,635745,101008.32,26000,0,0,0,3900,130908.32,97807.94,4614.18,35830.75,6525.65,0,30034.48,0,0,9878.64,0,184691.64,42437.5,5527.5,42543.5,1336.79,91845.29
2020,12,536,391337.89,0,0,0,25000,0,0,416337.89,-2750,0,0,0,0,0,-2750,88965.91,27785.33,3047.58,153.52,0,11192.33,4085.66,0,6321.35,0,141551.68,28070.38,2512.5,16552,599.45,47734.33
2021,1,113,411718,0,0,7455.93,0,0,7048.49,426222.42,68750,7000,0,0,2712.5,31593.33,110055.83,269302.15,124347.09,21168.53,7860.95,0,11652,8155.17,0,1452.79,0,443938.68,141133.25,28359.5,48464.25,5354.87,223311.87
2021,1,114,1329427,0,0,588454.88,0,0,0,1917881.88,133187.65,21425,16200,0,0,95106,265918.65,284709.09,123000.95,12567.52,15904.67,0,38932.81,21115.09,0,2717.81,0,498947.94,133694.74,19172.5,99706.46,5672.78,258246.48
2021,1,117,1496490,0,0,0,0,0,0,1496490,0,40350,0,0,0,18750,59100,37332.01,63897.67,23196.02,2661.74,0,8059.26,3205.04,0,20879.2,0,159230.94,50326.75,16777,22528.75,933.21,90565.71
2021,1,160,576846.35,1500,0,0,34500,490000,4229.77,1107076.12,15000,0,0,0,0,3000,18000,143354.55,38470.35,14582.33,4755.31,0,8270.97,1524.46,0,2723.36,0,213681.33,59997.6,7513.5,55400.25,1146.09,124057.44
2021,1,190,0,66500,0,145000,250000,931497.9,0,1392997.9,0,0,0,0,0,1000,1000,0,0,0,-25.17,0,0,0,0,0,0,-25.17,0,0,0,0,0
2021,1,215,5500,0,0,112000,0,0,0,117500,37596.64,13950,0,0,0,19833.36,71380,162830.83,52546.08,21037.67,3948.6,0,30435.25,0,0,22058.94,0,292857.37,116895.75,7655.5,55877.5,588.07,181016.82
2021,1,216,6000,0,493436.56,0,0,0,0,499436.56,13000,175000,0,0,30468.75,37012.5,255481.25,109781.01,57265.94,16967.38,3089.31,0,7695.92,1555.54,0,13176.96,0,209532.06,57503.25,15565.5,27172.5,5056.29,105297.54
2021,1,218,1594855,0,0,0,0,0,0,1594855,106980,0,0,0,1187.5,83050,191217.5,102360.52,47079.66,15709.3,1981.64,0,9540.72,281.75,0,22098.12,0,199051.71,47974,8484,40431,268.05,97157.05
2021,1,364,919978,0,0,0,0,0,0,919978,54800,0,0,0,24125,4016.64,82941.64,106972.44,39479.35,8654.27,2121.5,0,8585.11,1189.16,0,4008.97,0,171010.8,38026.5,6752.25,17997.5,0,62776.25
2021,1,365,2482200,0,0,0,0,0,0,2482200,82835,14050,0,0,0,6850,103735,124358.57,52768.83,15877.77,4757.3,0,27243.8,294.38,0,8686.5,0,233987.15,65428.25,10020.5,67794.25,3858.46,147101.46
2021,1,366,0,0,0,0,0,0,2404.58,2404.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,367,429015,6958,0,103850,98300,165133,1350,804606,94850,0,0,0,0,75780,170630,186340.96,109273.61,62406.72,3784.9,0,19237.37,3054.17,0,4589.66,0,388687.39,100227,18051.5,60474.82,6381.23,185134.55
2021,1,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.88,-3950.29,0,0,0,0,0,0,0,0,-3797.41,-997.5,0,0,0,-997.5
2021,1,403,0,0,0,0,0,0,7500,7500,0,0,0,0,0,5615,5615,7338.19,4444.03,778.27,249.61,0,0,0,0,3216.79,0,16026.89,8627.75,860,507.5,0,9995.25
