Year,Period,Branch,Branch Name,Parts Counter,Parts Shop,Parts Other,Service Customer,Service Warranty,Service Internal,Service Sublet,Service CSA,Service ACAP,Parts All,Service All
2020,7,160,Asheville,147807.04,111527.87,50027.35,99045.5,15477,33652,2258.6,20958.75,2077,309362.26,173468.85
2020,7,190,Corporate,0,0,643.07,0,0,0,0,0,0,643.07,0
2020,7,215,Columbia,199248.54,78833.12,79352.41,88552,8212,31750.5,768.06,5279,3752,357434.07,138313.56
2020,7,216,Piedmont,115721.8,39807.91,124667.94,41268.88,14261,82269.75,14968.3,3894.5,2546,280197.65,159208.43
2020,7,218,Charleston,96806.21,100626.95,82277.49,86121,16060,29664.5,5250.36,0,2680,279710.65,139775.86
2020,7,364,Macon,75968.33,91573.4,56440.65,74615.25,26724.25,22501.5,3884.6,1785,6580,223982.38,136090.6
2020,7,365,Savannah,145948.54,40857.16,104916.74,42711.38,35323.75,50773,405,2992.5,20335,291722.44,152540.63
2020,7,367,Buford,219428.81,213830.69,193394.26,141779.9,14442.5,98218.25,8430.88,19188.25,11043.75,626653.76,293103.53
2020,7,520,Knoxville,107799.7,33240.2,17656.36,36108,7991,26761.75,6306.85,6246.5,1072,158696.26,84486.1
2020,7,536,Chattanooga,84439.65,41205.11,23101.22,36667,17486.25,6647,-200,0,268,148745.98,60868.25
2020,8,113,Raleigh,250995.07,118650.87,140660.84,117999.75,60892,42021.25,10670.26,3753.75,12045.5,510306.78,247382.51
2020,8,114,Charlotte,348283.72,188743.37,133489.47,188471.85,19360.5,88256.21,3538.66,28143.5,9849,670516.56,337619.72
2020,8,117,Greenville,47353.31,51901.46,56067.41,46170.75,22381.75,23169.25,3171.65,6581,12618.5,155322.18,114092.9
2020,8,160,Asheville,114888.05,62209.63,55861.62,85290,14337,28119.25,0,25141.75,8207.5,232959.3,161095.5
2020,8,215,Columbia,188379,162947.19,93965.55,112206.42,11399.75,36722.75,771.49,2467.5,1072,445291.74,164639.91
2020,8,216,Piedmont,138288.53,76651.43,121131.01,59308,16984.5,60922.25,8225.28,4301.5,3618,336070.97,153359.53
2020,8,218,Charleston,132349.61,83579.53,81759.78,64597.5,10296.25,25022.5,1613,945,7681,297688.92,110155.25
2020,8,364,Macon,79668.08,42407.26,50715.96,59493.25,15354.5,17764.5,0,2499,12285,172791.3,107396.25
2020,8,365,Savannah,163003.08,41341.05,5690.54,41740.75,22240.5,56729.25,845,1365,-2515,210034.67,120405.5
2020,8,367,Buford,208547.22,134823.42,123497.74,133363.28,35167.5,68175.25,5015.43,4746,3720,466868.38,250187.46
2020,8,520,Knoxville,86506.52,35815.52,17060.69,41094.5,9290.08,18027.5,325,12337.5,804,139382.73,81878.58
2020,8,536,Chattanooga,86555.2,24302.39,28646.73,32091,4854.5,16198,2841.07,3328,3785.5,139504.32,63098.07
2020,9,113,Raleigh,246511.13,184729.75,159621.35,140694.07,58823.5,46250.25,6635.74,2167,5768.5,590862.23,260339.06
2020,9,114,Charlotte,238558.5,228638.98,131583.4,196591.08,28696.5,73704.5,5407.07,19265.5,1038.5,598780.88,324703.15
2020,9,117,Greenville,56411.24,93316.91,57189.49,50160.25,28776,15779.25,412.21,6483.75,10724.5,206917.64,112335.96
2020,9,160,Asheville,131148.71,139210.4,84043.02,105719,21976,22744.5,3448.5,18060.5,3283,354402.13,175231.5
2020,9,215,Columbia,193271.49,89437.39,43928.69,102614.11,10241.5,33209.5,7509.22,2677.5,5159,326637.57,161410.83
2020,9,216,Piedmont,84134.72,106089.77,76477.3,67936.5,11658,45142.75,1389,6708.25,2847.5,266701.79,135682
2020,9,218,Charleston,97697.39,74305.19,36036.97,63215.5,7303,33359.5,1129.44,472.5,1139,208039.55,106618.94
2020,9,364,Macon,44908.56,42362.19,74922.24,51796.75,12145,27990.25,0,1159,9068.5,162192.99,102159.5
2020,9,365,Savannah,147953.44,31429.59,61495.38,56023,35959.45,54004.75,11397,1233.75,11585,240878.41,170202.95
2020,9,367,Buford,192599.63,148268.82,167476.39,153717.25,4805,61976.5,27201.46,8725.5,52893.75,508344.84,309319.46
2020,9,520,Knoxville,104687.18,26829.49,65749.48,39354,4717.5,38611.5,0,4882.5,0,197266.15,87565.5
2020,9,536,Chattanooga,58965.66,21885.94,13348.59,37265.26,3450.5,13488.5,58.06,0,268,94200.19,54530.32
2020,10,113,Raleigh,273950.43,219809.34,107305.1,153217,34149,52810.5,19177.63,10994.25,8341.5,601064.87,278689.88
2020,10,114,Charlotte,328140.48,152749.44,145043.36,132536.95,17505.14,87365.17,9283.8,22089.5,1541,625933.28,270321.56
2020,10,117,Greenville,68000.71,68633.44,97735.94,68132.5,39129.25,9418.5,1153.32,3885,3316.5,234370.09,125035.07
2020,10,160,Asheville,160948.22,76944.71,64378.08,77390.5,10619.5,53903.5,16089.32,24654.25,636.5,302271.01,183293.57
2020,10,215,Columbia,209322.37,122159.6,119364.16,110512.75,16700,59121.5,7997.91,4136,5996.5,450846.13,204464.66
2020,10,216,Piedmont,126485.84,116132.64,44502.53,95385,13199,31511.25,6588.82,536,1474,287121.01,148694.07
2020,10,218,Charleston,106316.04,92624.91,44138.63,71815,12174,33906.75,1487.68,367.5,3216,243079.58,122966.93
2020,10,364,Macon,81801.69,93900.75,39831.83,68584.5,12631.5,9669.5,0,3386.25,2275,215534.27,96546.75
2020,10,365,Savannah,106852.97,79676.89,72819.28,79559.25,45427.18,72659.5,6978,1863.75,1155,259349.14,207642.68
2020,10,367,Buford,186961.03,213265.04,137079.94,197993.16,15682.5,85456.5,22723.33,863.5,17825,537306.01,340543.99
2020,10,520,Knoxville,79162.24,89307.45,29029.5,56209.5,6421,16208,1101.66,11748,5025,197499.19,96713.16
2020,10,536,Chattanooga,64123.69,24121.15,15233.6,25237.25,3718.5,11828.5,1699.47,916.5,268,103478.44,43668.22
2020,11,113,Raleigh,252254.84,134969.73,141503.6,156456.42,31877.75,78323.5,9791.48,6237.5,19731.5,528728.17,302418.15
2020,11,114,Charlotte,290124.27,128792.2,147487.75,111846.86,15888.75,69509.54,3159.55,26310.25,368.5,566404.22,227083.45
2020,11,117,Greenville,70372.69,54674.63,47227.69,51588.25,10880.75,9226.5,981.64,3018.75,8978,172275.01,84673.89
2020,11,160,Asheville,126976.97,111437.83,44234.69,83007.75,10586,24013.75,7555.8,16655,4288,282649.49,146106.3
2020,11,215,Columbia,195191.54,115042.24,134463.4,98613.5,14503,26248,599.12,2409.5,9045,444697.18,151418.12
2020,11,216,Piedmont,60432.88,82686.86,71215.19,94610.25,8308,31737.5,21504.98,3538,3484,214334.93,163182.73
2020,11,218,Charleston,140057.26,28428.06,43070.83,35911.25,5728.5,29653,3000.09,945,1273,211556.15,76510.84
2020,11,364,Macon,183745.94,29663.69,44464.95,32776.25,13912.5,13412.5,0,2756.25,3269,257874.58,66126.5
2020,11,365,Savannah,118761.31,19973.41,59934.12,34991,27133.25,50139.75,7092,4908.75,9485,198668.84,133749.75
2020,11,367,Buford,172469.85,107361.7,162232.06,128077.83,16701.25,64872.19,4629.39,7733.25,2635,442063.61,224648.91
2020,11,520,Knoxville,96464.31,68889.18,40388.97,53023.5,1943,18450.5,1378.31,6667.5,6130.5,205742.46,87593.31
2020,11,536,Chattanooga,57993.32,24153.43,11594.81,21802.5,2868.44,17380,2035.53,0,201,93741.56,44287.47
2020,12,113,Raleigh,246997.62,212721.13,155818.7,156670.25,57919.25,45085.75,19279.12,11852.75,6167.25,615537.45,296974.37
2020,12,114,Charlotte,274890.11,149095.05,154323.42,137773.19,17989.5,95930.02,5564.97,27635,435.5,578308.58,285328.18
2020,12,117,Greenville,41960.11,22017.06,72714.44,32413.5,15539,12261,877.48,725,10653,136691.61,72468.98
2020,12,160,Asheville,123572.51,95352.33,56247.39,93400.25,16223.5,35906.5,2123.88,25392.25,2144,275172.23,175190.38
2020,12,190,Corporate,-2268.04,0,0,0,0,0,0,0,0,-2268.04,0
2020,12,215,Columbia,173797.68,152500.54,79521.59,114391.5,10848,44945.75,2273.84,840,4924.5,405819.81,178223.59
2020,12,216,Piedmont,78341.99,64616.53,89679.67,71889,19497,43941.75,43269.38,3807.5,4455.5,232638.19,186860.13
2020,12,218,Charleston,99870.09,101383.79,27677.68,56902.85,8403,32198,895,315,1842.5,228931.56,100556.35
2020,12,364,Macon,86604.69,24525.63,62687.29,31417.75,11515,16564.75,1150,1995,10150,173817.61,72792.5
2020,12,365,Savannah,90964.52,69874.49,69546.98,60093.25,65673,43050.75,814.68,262.5,8365,230385.99,178259.18
2020,12,367,Buford,219238.26,152191.14,125985.15,141807,15501.25,70895.48,19925.83,6466,17088.75,497414.55,271684.31
2020,12,520,Knoxville,97807.94,4614.18,82269.52,42437.5,5527.5,32455,1336.79,8715,1373.5,184691.64,91845.29
2020,12,536,Chattanooga,88965.91,27785.33,24800.44,28070.38,2512.5,11933,599.45,1470,3149,141551.68,47734.33
2021,1,113,Raleigh,269302.15,124347.09,50289.44,141133.25,28359.5,37594.5,5354.87,9374.75,1495,443938.68,223311.87
2021,1,114,Charlotte,284709.09,123000.95,91237.9,133694.74,19172.5,75493.71,5672.78,22186.75,2026,498947.94,258246.48
2021,1,117,Greenville,37332.01,63897.67,58001.26,50326.75,16777,15489.25,933.21,2606.5,4433,159230.94,90565.71
2021,1,160,Asheville,143354.55,38470.35,31856.43,59997.6,7513.5,40450,1146.09,12015.25,2935,213681.33,124057.44
2021,1,190,Corporate,0,0,-25.17,0,0,0,0,0,0,-25.17,0
2021,1,215,Columbia,162830.83,52546.08,77480.46,116895.75,7655.5,52497.5,588.07,0,3380,292857.37,181016.82
2021,1,216,Piedmont,109781.01,57265.94,42485.11,57503.25,15565.5,19886.75,5056.29,3138.75,4147,209532.06,105297.54
2021,1,218,Charleston,102360.52,47079.66,49611.53,47974,8484,34758,268.05,633,5040,199051.71,97157.05
2021,1,364,Macon,106972.44,39479.35,24559.01,38026.5,6752.25,12073.75,0,3368.75,2555,171010.8,62776.25
2021,1,365,Savannah,124358.57,52768.83,56859.75,65428.25,10020.5,56497,3858.46,420,10877.25,233987.15,147101.46
2021,1,367,Buford,186340.96,109273.61,93072.82,100227,18051.5,48634.32,6381.23,4960.5,6880,388687.39,185134.55
2021,1,520,Knoxville,88479.44,22902.63,34430.1,35857.5,2900.88,21277,0,6628.5,2847,145812.17,69510.88
2021,1,536,Chattanooga,102647.24,35192.9,9002.31,41588.08,1781,7818,0,0,0,146842.45,51187.08
2021,2,113,Raleigh,265035.87,183187.34,144616.93,157972.75,38684,24547.25,15777.26,6509,14474.5,592840.14,257964.76
2021,2,114,Charlotte,271960.2,124674.86,167559,139509.54,19161,55126.01,4843.05,49690.5,6020,564194.06,274350.1
2021,2,117,Greenville,22789.3,48610.64,19052.46,36939.5,8540,6398.5,0,5262,4007.5,90452.4,61147.5
2021,2,160,Asheville,143037.39,175375.27,44731.42,83484,12451.25,37156,5638.44,21755.5,1680,363144.08,162165.19
2021,2,215,Columbia,152059.44,189945.25,99775.99,122860,14165,42631.25,2429.89,367.5,6383,441780.68,188836.64
2021,2,216,Piedmont,66173.59,33575.89,83032.2,58666.5,9662,36395.5,4397.01,2696.25,3255,182781.68,115072.26
2021,2,218,Charleston,140833.78,28512.36,41915.42,36931,14461,13013,0,1695,2485,211261.56,68585
2021,2,364,Macon,60323.78,15902.92,36717.42,30444,5362,20073.25,0,1962.25,10231,112944.12,68072.5
2021,2,365,Savannah,104188.29,32427.5,64369.27,27865.25,13086.25,28109.5,3426.8,8574.5,7197.75,200985.06,88260.05
2021,2,367,Buford,198108.75,147393.13,113984.75,139113.77,25272,38229.31,3134.71,3508.5,13203,459486.63,222461.29
2021,2,520,Knoxville,57116.53,20123.03,64011.47,34171,3596,11649.5,3255.42,5958.5,4830,141251.03,63460.42
2021,2,536,Chattanooga,67392.42,29261.57,5336.35,18902.5,700,7017,1394.44,315,3710,101990.34,32038.94
2021,3,113,Raleigh,383125.34,211959.13,62163.88,161480.5,25318.5,40044.25,4913.54,1770,6134,657248.35,239660.79
2021,3,114,Charlotte,366370.37,200863.92,164906.55,202726.35,8540,84646.89,7603.68,23890,1995,732140.84,329401.92
2021,3,117,Greenville,5234.29,46567,107449.73,49962.25,51717,31740,3450.85,7671.5,6020,159251.02,150561.6
2021,3,160,Asheville,191185.64,87195.68,53100.04,77447.25,13125,64276.75,4906.05,30452.25,560,331481.36,190767.3
2021,3,215,Columbia,187944.73,86418.62,148385.4,102611,8719,87102.5,8835.43,1425.75,2520,422748.75,211213.68
2021,3,216,Piedmont,138913.3,100350.2,58804.31,98035.5,16030,51557.51,10549.68,3738.75,1193,298067.81,181104.44
2021,3,218,Charleston,122185.92,87464.61,62094.56,67413.5,9345,27649.5,644.35,4960.5,3745,271745.09,113757.85
2021,3,364,Macon,92675.41,29437.01,45947.79,31325.08,10827.25,18243.25,752.72,3774.75,11821.25,168060.21,76744.3
2021,3,365,Savannah,143235.04,81345.57,137359.23,63810.25,38738.29,48557,10810.54,2075.25,34532.75,361939.84,198524.08
2021,3,367,Buford,251007.85,172683.06,98659.92,172672.18,17901,67507,9287.1,11569.5,7165,522350.83,286101.78
2021,3,520,Knoxville,85259.3,53717.21,42081.98,57181.11,7770,11530.5,271.14,12360.5,3220,181058.49,92333.25
2021,3,536,Chattanooga,85911.29,50500.47,10163.02,43456.5,4031,10139,7373.66,370.5,420,146574.78,65790.66
2021,4,113,Raleigh,428757.09,150043.99,155424.24,135261.69,45695.25,39213.25,8237.64,4274.75,5740,734225.32,238422.58
2021,4,114,Charlotte,402913.19,156156.66,83862.17,164189.13,18340,72174,7202.49,25550.75,2278,642932.02,289734.37
2021,4,117,Greenville,2681.04,27822.97,35026.99,29877.25,7628,12456.75,118.43,1646.75,2450,65531,54177.18
2021,4,160,Asheville,173625.68,92912.36,92827.56,86241.01,20510,52927.25,16303.59,26299,6125,359365.6,208405.85
2021,4,190,Corporate,0,0,0,0,0,0,0,0,0,0,0
2021,4,215,Columbia,114066.16,76880.2,56222.33,138789.5,11847,54327.75,5645.62,1909,5320,247168.69,217838.87
2021,4,216,Piedmont,123473.36,60564.2,59148.15,83333.5,18037,53432.5,6158.05,1038.75,3045,243185.71,165044.8
2021,4,218,Charleston,129120.9,80455.74,65950.2,77025.5,11842,15250.5,3957.7,5849,2765,275526.84,116689.7
2021,4,364,Macon,55331.8,27547.17,8252.45,29798,13809.75,10155.75,1871.94,0,1580.25,91131.42,57215.69
2021,4,365,Savannah,158581.43,39975.75,78025.38,48030.75,24825.75,33095.25,2543.19,5050.5,4800.25,276582.56,118345.69
2021,4,367,Buford,229455.27,149549.34,158100.08,126567,17617.5,43042.37,8031.95,11915.25,6272.25,537104.69,213446.32
2021,4,520,Knoxville,96960.1,30370.82,88369.68,38584.95,11174,14737.5,0,7288.5,1610,215700.6,73394.95
2021,4,536,Chattanooga,85818.64,65974.38,9190.39,32591.5,3542.54,2848.5,250.56,262.5,0,160983.41,39495.6
2021,5,113,Raleigh,460598.47,175925.81,247520.12,136605,47603.5,44122.75,15833.13,1234,22680,884044.4,268078.38
2021,5,114,Charlotte,377309.36,211505.01,80602.1,166215.51,20177.5,65659.5,2798.15,21651,1517,669416.47,278018.66
2021,5,117,Greenville,6293.68,21493.82,54293.96,22501.5,21091.5,4528.75,1519,4680.75,5005,82081.46,59326.5
2021,5,160,Asheville,154302.89,158791.74,62396.59,87701.5,14373.25,43628.5,3061.52,23826.25,1470,375491.22,174061.02
2021,5,215,Columbia,173685.51,52366.35,107698.52,89369.07,18276.72,65603.5,2434.98,0,24640,333750.38,200324.27
2021,5,216,Piedmont,172788.35,108752.88,28457.88,108239.75,8435,25064.75,3899.12,2467.75,1680,309999.11,149786.37
2021,5,218,Charleston,150681.42,44706.77,130740.23,54919.52,19833,20631.75,1718.15,7430,3990,326128.42,108522.42
2021,5,364,Macon,105561.76,106435.4,37730.38,61847.5,14552.75,16519.25,778.72,2438.25,11504.5,249727.54,107640.97
2021,5,365,Savannah,128820.32,82808.7,104008.54,90111.27,35614.25,62843.25,13349.33,4477.5,3087,315637.56,209482.6
2021,5,367,Buford,313785.44,114952.73,111824.36,112751.25,11735.25,20115.43,6599.53,6488.25,7614,540562.53,165303.71
2021,5,520,Knoxville,114785.68,11506.27,8714.12,17128.5,1540,8167,196,8664,6545,135006.07,42240.5
2021,5,536,Chattanooga,70111.65,46891.89,6377.77,43781,1920,4078.5,0,369,1260,123381.31,51408.5
2021,6,113,Raleigh,404887.07,293599.63,125980.47,197517.53,56182.25,37199,18426.27,2127.5,8727,824467.17,320179.55
2021,6,114,Charlotte,408454.54,161391.22,155025.07,160361.5,36096.5,90667.25,1050.87,31804.5,665,724870.83,320645.62
2021,6,117,Greenville,23996.14,51556.26,120149.91,36967.75,35533,6880,9.75,1947,7455,195702.31,88792.5
2021,6,160,Asheville,180458.31,59626.18,48058.85,75176.5,8050,55162.75,4353.25,36742.25,4095,288143.34,183579.75
2021,6,215,Columbia,161533.01,65359.65,30064.87,115753,34539.5,32810.25,1436.33,0,5390,256957.53,189929.08
2021,6,216,Piedmont,170194.38,109216.03,32195.56,107670.25,15890,22469.75,13227.03,8865.25,2100,311605.97,170222.28
2021,6,218,Charleston,162065.8,69908.39,85169.46,62724.75,29313,16285.5,892,9183,3290,317143.65,121688.25
2021,6,364,Macon,50847.66,23028.9,18483.64,16379,4923.75,9523.25,0,0,10124.5,92360.2,40950.5
2021,6,365,Savannah,138933.18,61258.14,88390.2,65555.5,47499.75,37395.5,9292.43,3237,22563.75,288581.52,185543.93
2021,6,367,Buford,254253.83,310184.98,115784.93,188904.5,28512,65833.08,16233.78,2904,7614,680223.74,310001.36
2021,6,520,Knoxville,72525.61,10953.63,6053.75,21286,7035,7433,924.91,0,490,89532.99,37168.91
2021,6,536,Chattanooga,51776.17,40739.58,9812.08,36274,2695,4110.5,260,0,0,102327.83,43339.5
2021,7,113,Raleigh,406694.51,148471.68,130530.63,158020,65041.75,29824,10021.7,2306.75,7840,685696.82,273054.2
2021,7,114,Charlotte,392971.59,68645.11,111550.38,144357.32,32562,67676.75,6776.91,24408,2240,573167.08,278020.98
2021,7,117,Greenville,1210.9,20853.74,146941.37,15551.25,39282,10321,0,3384,3430,169006.01,71968.25
2021,7,160,Asheville,193706.12,62111.64,63503.64,70442,24395,37251,713.25,20978.75,1190,319321.4,154970
2021,7,215,Columbia,171465.28,125694.36,83831.43,124738.75,29540,41042,18888.26,1394,4165,380991.07,219768.01
2021,7,216,Piedmont,103112.68,152571.36,32073.03,145704.5,15855,29857.5,6500.47,0,1365,287757.07,199282.47
2021,7,218,Charleston,140916.25,65926.9,44440.28,72832,12898,18601.5,1027.2,6295.5,2940,251283.43,114594.2
2021,7,364,Macon,-1627.05,71886.75,27873.1,83306.75,18750,18415.75,0,1039.5,5276.25,98132.8,126788.25
2021,7,365,Savannah,152811.97,93408.52,107668.27,78945.14,39055.5,50868,6574.73,2283.75,13572,353888.76,191299.12
2021,7,367,Buford,255649.36,276057.05,45324.77,134209.04,21343.5,34283.31,4335.65,5711.5,6189.5,577031.18,206072.5
2021,7,520,Knoxville,107145.54,78101.69,14509.3,42143.25,7000,8797,3420.8,423,0,199756.53,61784.05
2021,7,536,Chattanooga,30769.73,31570.23,10457.55,25808,2730,3153,1490.69,0,980,72797.51,34161.69
2021,8,113,Raleigh,388950.81,166784.76,265581.86,163405.25,76077,33475.5,5590.93,1498.75,23203.5,821317.43,303250.93
2021,8,114,Charlotte,366779.37,207825.58,96618.02,178275.48,18190,85436,2735.92,20483.63,2015,671222.97,307136.03
2021,8,117,Greenville,4594.22,41697.06,82206.31,45967.25,12440,22925,326.33,9535,6230,128497.59,97423.58
2021,8,160,Asheville,168440.36,72382.54,50238.27,70677.25,15225,63530.75,5942.26,28130.75,3535,291061.17,187041.01
2021,8,215,Columbia,166165.02,54960.34,59678.26,101126.75,25574,57660.25,3475.95,2785.5,1085,280803.62,191707.45
2021,8,216,Piedmont,103727.75,163130.43,24871.88,133976.5,10325,19003.75,1618.63,3971,0,291730.06,168894.88
2021,8,218,Charleston,131945.19,36031.1,48866.78,37404,11941,38895.5,14564.8,3688,1890,216843.07,108383.3
2021,8,364,Macon,17280.35,50878.04,34123.87,40113.75,18824.75,8950.25,319.99,0,-101.5,102282.26,68107.24
2021,8,365,Savannah,224476.78,101207.31,174002.26,93824.5,42407.83,41658,3611.65,5319.5,27268.5,499686.35,214089.98
2021,8,367,Buford,301638.29,205114.74,82460.88,173578.29,13162.5,23153.9,11172.43,9127.5,7978.5,589213.91,238173.12
2021,8,520,Knoxville,79182.91,32466.44,56867.61,40831.75,6195,12289,1260.14,2030,2205,168516.96,64810.89
2021,8,536,Chattanooga,60289.56,63429.93,21943.37,64964,4060,1184,1857.63,1139,0,145662.86,73204.63
2021,9,113,Raleigh,481727.27,225063.81,64784.21,183044.75,21443.5,47294.75,2264.99,4337.25,4655,771575.29,263040.24
2021,9,114,Charlotte,378275.01,160490.66,103736.92,162793.81,13444,82129.92,4124.85,19166.25,4200,642502.59,285858.83
2021,9,117,Greenville,9721.37,21480.71,36580.77,26458.5,27573.25,12339.75,0,5127.75,6820.5,67782.85,78319.75
2021,9,160,Asheville,195493.29,78199.55,43726.34,70791,17990,44423.75,10870.4,24964.25,3010,317419.18,172049.4
2021,9,190,Corporate,0,0,162.61,0,0,0,0,0,0,162.61,0
2021,9,215,Columbia,183618.83,48826.63,24540.4,92688.5,11060.5,22878.25,3909.29,0,3301,256985.86,133837.54
2021,9,216,Piedmont,115870.37,117471.72,19386.98,115506.75,12262,11352,3216.9,630,0,252729.07,142967.65
2021,9,218,Charleston,119495.18,111757.29,58649.04,64240.5,8294,14963,12915.4,8928,4690,289901.51,114030.9
2021,9,364,Macon,41377.21,91884.43,32513.65,75982.25,9288,13413.75,0,1549.5,7223,165775.29,107456.5
2021,9,365,Savannah,155582.05,81915.38,138482.15,91849.42,29567.5,45961.5,6524.18,8444.25,5839.75,375979.58,188186.6
2021,9,367,Buford,179338.16,160134.77,94750.93,131531.75,11798.5,21469.47,9116.33,7591.5,8991,434223.86,190498.55
2021,9,520,Knoxville,50420.67,26509.51,-1383.6,24551.5,1995,25836.84,8850.31,367.5,0,75546.58,61601.15
2021,9,536,Chattanooga,40362.49,22147.58,5675.99,27531.5,1435,7315,223.06,929.25,0,68186.06,37433.81
2021,10,113,Raleigh,376734.63,178777.37,150546.95,157223,39190.75,46887.25,8077.46,864,22085,706058.95,274327.46
2021,10,114,Charlotte,397795.71,157577.83,92460.69,197854.17,16442.25,84355,5054.21,41994.75,3185,647834.23,348885.38
2021,10,117,Greenville,16979.06,48183.35,17738.26,36504.5,11220,4011,1306.54,5892,5350.5,82900.67,64284.54
2021,10,160,Asheville,195019.11,62407.67,51596.36,66550,13195,38359.75,6953.87,23893.25,7035,309023.14,155986.87
2021,10,215,Columbia,173838.58,60164.51,129403.66,70929,21674,58311,5797.94,0,0,363406.75,156711.94
2021,10,216,Piedmont,164768.16,157415.09,23135.03,131425.25,15855.5,10635.75,11811.75,1286.25,0,345318.28,171014.5
2021,10,218,Charleston,168583.94,39157.73,80524.42,39945,14130,44766.75,3941.16,8748,1890,288266.09,113420.91
2021,10,364,Macon,41790.95,83315.78,49131.93,79080.5,19983.25,13072.25,0,5463,9395,174238.66,126994
2021,10,365,Savannah,128066.86,76793.52,126986.69,97744.81,35901.76,50013.25,2602.87,4456.5,18449.5,331847.07,209168.69
2021,10,367,Buford,271573.99,109528.97,111614.7,111067.5,18375,15657.21,7745.35,3545.25,8505,492717.66,164895.31
2021,10,520,Knoxville,47361.43,16891.79,54589.51,12518,6650,15211.13,385.58,1692.75,6230,118842.73,42687.46
2021,10,536,Chattanooga,42589.48,42442.33,10126.99,34551.5,3436,10663.5,1317.23,376.5,1680,95158.8,52024.73
2021,11,113,Raleigh,371899.42,156682.32,110753.49,136925.5,28790.5,49764,4999.93,1561.5,7035,639335.23,229076.43
2021,11,114,Charlotte,344142.12,100529.73,110311.89,154209.3,11580,65467.63,4931.24,36646.5,1260,554983.74,274094.67
2021,11,117,Greenville,4087.89,61990.79,63134.34,47113.5,16331,5510.25,3449.15,2714.25,2030,129213.02,77148.15
2021,11,160,Asheville,101518.89,151009.6,55131.38,94531.55,4095,46469.75,2202.2,25775.25,6335,307659.87,179408.75
2021,11,190,Corporate,0,0,496.49,0,0,0,0,0,0,496.49,0
2021,11,215,Columbia,196224.49,95488.58,76968.3,100758,26287.5,54299,1353.35,1257.75,3940.5,368681.37,187896.1
2021,11,216,Piedmont,97861.35,107703.76,46593.79,103188.25,7104.5,20829.75,7097.92,0,4585,252158.9,142805.42
2021,11,218,Charleston,210620.82,92350.47,55279.24,60764.25,7008,24322,287.82,4681.5,1680,358250.53,98743.57
2021,11,364,Macon,36625.46,28738.6,54926.87,38617.75,15805.75,10661.25,0,1574.75,9000,120290.93,75659.5
2021,11,365,Savannah,152736.74,154517.25,92401.99,85277.28,22956.25,39176,9567.46,4623,21498.75,399655.98,183098.74
2021,11,367,Buford,226636.41,170706.25,85381.26,135289.25,22059.75,34864.42,4710.77,4233.25,1377,482723.92,202534.44
2021,11,520,Knoxville,85600.07,81021.54,51708.14,31902.75,490,4948.5,7293.27,0,8435,218329.75,53069.52
2021,11,536,Chattanooga,68691.75,61896.62,7609.55,27301.5,0,14817,1657.38,0,0,138197.92,43775.88
2021,12,113,Raleigh,423862.09,185133.32,82465.34,202597.01,33699.5,34229.5,16853.49,2600.25,11480,691460.75,301459.75
2021,12,114,Charlotte,390406.68,121337.23,108975.45,156807.93,10687,82396,6227.17,52994.52,2030,620719.36,311142.62
2021,12,117,Greenville,11119.59,20347.84,138880.06,26658.25,19669.5,12143.25,2413.44,6015.75,3290,170347.49,70190.19
2021,12,160,Asheville,203098.31,52113.73,90303.09,62358.5,5530,55463,2226.77,32163.25,4725,345515.13,162466.52
2021,12,190,Corporate,-1557.6,0,0,0,0,0,0,0,0,-1557.6,0
2021,12,215,Columbia,128110.59,136012.28,108849.27,172976.47,28087,49432.25,8576.68,1060.5,-153,372972.14,259979.9
2021,12,216,Piedmont,80432.61,139917.85,33928.25,113747.34,6011,20253,18480.19,559.5,7007,254278.71,166058.03
2021,12,218,Charleston,149984.25,79383.91,31598.91,58284.75,9310,27902,4835.47,4560,3640,260967.07,108532.22
2021,12,364,Macon,44624.05,78493.87,56436.95,45609.88,22031.25,6664.25,1550,0,9599,179554.87,85454.38
2021,12,365,Savannah,219409.49,65877.78,82378.57,51984.57,28514.25,31540.5,1801.39,3343.5,17970.75,367665.84,135154.96
2021,12,367,Buford,300772.52,152094.51,85340.36,174338.89,16929,36759.12,7165.51,3039,6358.5,538207.39,244590.02
2021,12,520,Knoxville,72653.84,7616.59,3685.45,6469.5,1610,9239.5,3334.97,0,0,83955.88,20653.97
2021,12,536,Chattanooga,39278.4,18553.09,40143.85,16245.75,1050,26751,3740.65,0,4830,97975.34,52617.4
2022,1,113,Raleigh,266315.45,119343.74,125741.58,150463.5,31582.25,12911,7344.37,2240.75,6651.75,511400.77,211193.62
2022,1,114,Charlotte,359829.87,111897.87,59866.29,148890.51,12458.25,41731.52,10173.54,29854,1742,531594.03,244849.82
2022,1,117,Greenville,11907.66,60561.21,55489.37,31051.58,10549.5,21626.75,12,4732.5,1065.75,127958.24,69038.08
2022,1,160,Asheville,133152.35,136953.72,40469.05,83575.5,3307.5,48364.25,3577.94,15169.5,1249.5,310575.12,155244.19
2022,1,215,Columbia,183977.98,125306.17,25255.55,134604.5,23817.5,22785.25,188.25,2174.5,1661.75,334539.7,185231.75
2022,1,216,Piedmont,81089.63,94451.41,57898.95,89637.26,12188,26655.5,6170.6,0,1065.75,233439.99,135717.11
